cancellation_id,flight_id,cancellation_reason,cancelled_at
CXL002348,FLT0048385,Crew Shortage,2025-09-12 16:30:00
CXL002349,FLT0048402,Severe Weather,2026-01-19 14:00:00
CXL002350,FLT0048426,Air Traffic Control,2026-02-05 06:15:00
CXL002351,FLT0048442,Severe Weather,2026-02-15 01:30:00
CXL002352,FLT0048463,Mechanical Issue,2025-08-08 02:15:00
CXL002353,FLT0048478,Airport Closure,2025-10-23 00:30:00
CXL002354,FLT0048490,Mechanical Issue,2026-03-10 23:45:00
CXL002355,FLT0048509,Crew Shortage,2026-03-19 09:00:00
CXL002356,FLT0048580,Mechanical Issue,2026-02-24 07:45:00
CXL002357,FLT0048594,Severe Weather,2026-01-28 01:30:00
CXL002358,FLT0048600,Low Booking Demand,2025-08-23 18:45:00
CXL002359,FLT0048629,Air Traffic Control,2025-09-02 01:30:00
CXL002360,FLT0048665,Air Traffic Control,2025-12-07 06:30:00
CXL002361,FLT0048712,Crew Shortage,2025-11-29 21:15:00
CXL002362,FLT0048725,Severe Weather,2026-06-23 06:15:00
CXL002363,FLT0048734,Mechanical Issue,2026-02-07 03:00:00
CXL002364,FLT0048752,Severe Weather,2025-09-07 13:45:00
CXL002365,FLT0048770,Airport Closure,2026-07-18 15:30:00
CXL002366,FLT0048777,Airport Closure,2025-08-17 23:00:00
CXL002367,FLT0048812,Mechanical Issue,2025-08-09 16:30:00
CXL002368,FLT0048815,Mechanical Issue,2026-03-25 14:00:00
CXL002369,FLT0048845,Severe Weather,2026-04-09 21:00:00
CXL002370,FLT0048849,Air Traffic Control,2025-08-29 23:30:00
CXL002371,FLT0048872,Airport Closure,2026-04-09 19:15:00
CXL002372,FLT0048944,Severe Weather,2026-01-31 23:30:00
CXL002373,FLT0048955,Low Booking Demand,2026-03-17 09:30:00
CXL002374,FLT0048978,Airport Closure,2025-08-04 10:30:00
CXL002375,FLT0049018,Airport Closure,2026-04-04 05:15:00
CXL002376,FLT0049020,Airport Closure,2025-09-11 06:45:00
CXL002377,FLT0049021,Mechanical Issue,2026-05-21 03:45:00
CXL002378,FLT0049028,Air Traffic Control,2026-03-08 20:45:00
CXL002379,FLT0049038,Air Traffic Control,2025-08-14 17:45:00
CXL002380,FLT0049040,Low Booking Demand,2026-02-03 14:15:00
CXL002381,FLT0049048,Low Booking Demand,2025-09-23 10:00:00
CXL002382,FLT0049083,Airport Closure,2026-07-20 04:45:00
CXL002383,FLT0049086,Mechanical Issue,2025-12-14 01:00:00
CXL002384,FLT0049091,Airport Closure,2025-09-09 21:45:00
CXL002385,FLT0049103,Severe Weather,2026-04-11 22:30:00
CXL002386,FLT0049143,Air Traffic Control,2026-07-21 23:30:00
CXL002387,FLT0049144,Crew Shortage,2026-02-02 09:00:00
CXL002388,FLT0049146,Mechanical Issue,2026-03-26 18:00:00
CXL002389,FLT0049164,Air Traffic Control,2025-12-13 03:45:00
CXL002390,FLT0049200,Airport Closure,2025-08-28 01:15:00
CXL002391,FLT0049202,Airport Closure,2025-10-26 03:30:00
CXL002392,FLT0049226,Air Traffic Control,2026-06-14 02:00:00
CXL002393,FLT0049238,Crew Shortage,2026-04-30 22:00:00
CXL002394,FLT0049240,Airport Closure,2025-10-02 13:00:00
CXL002395,FLT0049249,Air Traffic Control,2026-02-10 08:45:00
CXL002396,FLT0049263,Air Traffic Control,2026-01-27 05:30:00
CXL002397,FLT0049285,Severe Weather,2026-07-14 16:15:00
CXL002398,FLT0049299,Airport Closure,2025-10-20 11:45:00
CXL002399,FLT0049310,Severe Weather,2026-05-13 08:15:00
CXL002400,FLT0049322,Severe Weather,2026-04-13 20:30:00
CXL002401,FLT0049339,Low Booking Demand,2026-05-19 00:15:00
CXL002402,FLT0049365,Air Traffic Control,2025-10-24 15:45:00
CXL002403,FLT0049366,Mechanical Issue,2025-10-07 07:00:00
CXL002404,FLT0049373,Airport Closure,2025-12-08 19:30:00
CXL002405,FLT0049402,Airport Closure,2026-05-26 20:30:00
CXL002406,FLT0049419,Airport Closure,2026-02-21 07:15:00
CXL002407,FLT0049427,Low Booking Demand,2025-10-19 23:00:00
CXL002408,FLT0049433,Airport Closure,2026-07-30 19:00:00
CXL002409,FLT0049442,Crew Shortage,2026-02-22 19:30:00
CXL002410,FLT0049449,Severe Weather,2026-02-11 23:00:00
CXL002411,FLT0049452,Low Booking Demand,2026-01-20 04:15:00
CXL002412,FLT0049492,Severe Weather,2025-09-10 20:00:00
CXL002413,FLT0049498,Mechanical Issue,2026-03-21 17:00:00
CXL002414,FLT0049578,Mechanical Issue,2026-06-06 18:45:00
CXL002415,FLT0049588,Air Traffic Control,2025-11-05 09:15:00
CXL002416,FLT0049613,Severe Weather,2026-05-19 11:15:00
CXL002417,FLT0049620,Mechanical Issue,2026-01-30 18:15:00
CXL002418,FLT0049632,Crew Shortage,2025-11-20 06:00:00
CXL002419,FLT0049675,Severe Weather,2025-10-13 00:45:00
CXL002420,FLT0049689,Air Traffic Control,2025-10-22 08:15:00
CXL002421,FLT0049719,Low Booking Demand,2026-01-22 02:00:00
CXL002422,FLT0049724,Airport Closure,2025-12-19 18:00:00
CXL002423,FLT0049734,Severe Weather,2025-11-06 00:30:00
CXL002424,FLT0049756,Mechanical Issue,2025-09-10 19:45:00
CXL002425,FLT0049808,Mechanical Issue,2025-08-02 03:00:00
CXL002426,FLT0049849,Severe Weather,2026-06-01 08:15:00
CXL002427,FLT0049865,Low Booking Demand,2025-12-13 04:45:00
CXL002428,FLT0049876,Low Booking Demand,2026-03-12 19:15:00
CXL002429,FLT0049878,Low Booking Demand,2025-11-15 18:45:00
CXL002430,FLT0049889,Air Traffic Control,2025-11-01 14:00:00
CXL002431,FLT0049923,Air Traffic Control,2025-12-09 18:45:00
CXL002432,FLT0049948,Mechanical Issue,2025-11-18 07:30:00
CXL002433,FLT0049979,Airport Closure,2026-07-09 00:30:00
CXL002434,FLT0050016,Mechanical Issue,2026-04-06 10:45:00
CXL002435,FLT0050035,Air Traffic Control,2026-01-23 13:45:00
CXL002436,FLT0050058,Low Booking Demand,2025-07-31 13:15:00
CXL002437,FLT0050080,Low Booking Demand,2025-08-25 07:30:00
CXL002438,FLT0050089,Air Traffic Control,2025-11-22 00:30:00
CXL002439,FLT0050187,Severe Weather,2025-11-01 12:15:00
CXL002440,FLT0050198,Severe Weather,2025-12-02 16:00:00
CXL002441,FLT0050254,Airport Closure,2025-08-14 22:45:00
CXL002442,FLT0050256,Mechanical Issue,2026-06-20 06:30:00
CXL002443,FLT0050261,Air Traffic Control,2026-05-25 04:00:00
CXL002444,FLT0050269,Mechanical Issue,2026-07-28 08:00:00
CXL002445,FLT0050312,Airport Closure,2025-10-27 02:45:00
CXL002446,FLT0050319,Airport Closure,2025-12-30 15:00:00
CXL002447,FLT0050358,Crew Shortage,2026-07-24 10:30:00
CXL002448,FLT0050405,Air Traffic Control,2025-08-26 13:00:00
CXL002449,FLT0050416,Low Booking Demand,2025-12-23 16:45:00
CXL002450,FLT0050418,Crew Shortage,2026-01-28 12:45:00
CXL002451,FLT0050468,Mechanical Issue,2026-04-02 22:15:00
CXL002452,FLT0050481,Mechanical Issue,2025-11-10 02:45:00
CXL002453,FLT0050541,Mechanical Issue,2026-03-19 06:15:00
CXL002454,FLT0050544,Airport Closure,2026-06-07 12:30:00
CXL002455,FLT0050550,Airport Closure,2026-04-01 19:30:00
CXL002456,FLT0050588,Airport Closure,2026-07-04 00:15:00
CXL002457,FLT0050642,Mechanical Issue,2026-07-09 12:15:00
CXL002458,FLT0050652,Crew Shortage,2026-06-06 12:15:00
CXL002459,FLT0050734,Severe Weather,2026-03-09 03:00:00
CXL002460,FLT0050779,Mechanical Issue,2026-05-26 01:45:00
CXL002461,FLT0050830,Crew Shortage,2026-02-26 07:00:00
CXL002462,FLT0050843,Air Traffic Control,2026-02-27 01:00:00
CXL002463,FLT0050930,Crew Shortage,2026-01-18 21:45:00
CXL002464,FLT0050946,Airport Closure,2025-12-15 18:00:00
CXL002465,FLT0050959,Mechanical Issue,2025-12-12 03:30:00
CXL002466,FLT0051036,Air Traffic Control,2026-02-13 05:15:00
CXL002467,FLT0051043,Mechanical Issue,2025-12-06 12:00:00
CXL002468,FLT0051051,Air Traffic Control,2025-12-16 15:45:00
CXL002469,FLT0051062,Severe Weather,2025-11-10 05:15:00
CXL002470,FLT0051065,Airport Closure,2025-12-10 04:30:00
CXL002471,FLT0051066,Crew Shortage,2026-05-30 15:15:00
CXL002472,FLT0051091,Severe Weather,2025-08-12 01:15:00
CXL002473,FLT0051111,Air Traffic Control,2026-01-01 17:15:00
CXL002474,FLT0051112,Crew Shortage,2026-05-14 15:30:00
CXL002475,FLT0051151,Mechanical Issue,2026-02-07 13:45:00
CXL002476,FLT0051152,Air Traffic Control,2026-02-24 18:00:00
CXL002477,FLT0051172,Crew Shortage,2026-01-16 17:45:00
CXL002478,FLT0051181,Mechanical Issue,2025-08-16 07:30:00
CXL002479,FLT0051212,Airport Closure,2025-12-26 15:00:00
CXL002480,FLT0051248,Low Booking Demand,2026-07-29 18:15:00
CXL002481,FLT0051254,Crew Shortage,2025-10-21 00:15:00
CXL002482,FLT0051266,Air Traffic Control,2026-02-04 00:30:00
CXL002483,FLT0051281,Severe Weather,2025-09-24 06:15:00
CXL002484,FLT0051322,Air Traffic Control,2025-08-09 19:00:00
CXL002485,FLT0051327,Mechanical Issue,2025-10-16 01:15:00
CXL002486,FLT0051328,Low Booking Demand,2026-06-24 07:30:00
CXL002487,FLT0051340,Mechanical Issue,2026-01-29 22:30:00
CXL002488,FLT0051361,Severe Weather,2025-10-26 05:00:00
CXL002489,FLT0051378,Severe Weather,2026-05-07 14:00:00
CXL002490,FLT0051445,Air Traffic Control,2025-10-29 21:15:00
CXL002491,FLT0051450,Severe Weather,2025-08-12 23:30:00
CXL002492,FLT0051515,Severe Weather,2025-09-18 14:15:00
CXL002493,FLT0051549,Crew Shortage,2026-05-23 11:45:00
CXL002494,FLT0051552,Low Booking Demand,2026-02-15 12:15:00
CXL002495,FLT0051560,Low Booking Demand,2026-06-14 17:45:00
CXL002496,FLT0051565,Crew Shortage,2026-05-21 03:45:00
CXL002497,FLT0051569,Airport Closure,2026-07-26 23:30:00
CXL002498,FLT0051618,Crew Shortage,2025-11-08 09:15:00
CXL002499,FLT0051671,Air Traffic Control,2025-12-07 22:00:00
CXL002500,FLT0051695,Severe Weather,2026-03-30 06:45:00
CXL002501,FLT0051702,Air Traffic Control,2025-08-23 03:30:00
CXL002502,FLT0051713,Air Traffic Control,2026-05-16 22:15:00
CXL002503,FLT0051722,Airport Closure,2026-03-29 23:45:00
CXL002504,FLT0051723,Air Traffic Control,2026-07-17 09:15:00
CXL002505,FLT0051762,Crew Shortage,2026-01-20 19:00:00
CXL002506,FLT0051770,Low Booking Demand,2025-08-31 15:00:00
CXL002507,FLT0051776,Airport Closure,2026-03-26 02:30:00
CXL002508,FLT0051787,Crew Shortage,2026-05-18 16:30:00
CXL002509,FLT0051801,Airport Closure,2026-02-06 03:00:00
CXL002510,FLT0051817,Airport Closure,2025-09-01 06:45:00
CXL002511,FLT0051828,Airport Closure,2025-12-12 19:15:00
CXL002512,FLT0051834,Low Booking Demand,2026-06-02 10:15:00
CXL002513,FLT0051836,Low Booking Demand,2026-02-14 14:45:00
CXL002514,FLT0051838,Low Booking Demand,2026-07-04 13:00:00
CXL002515,FLT0051839,Mechanical Issue,2026-06-13 08:15:00
CXL002516,FLT0051862,Air Traffic Control,2026-02-25 12:30:00
CXL002517,FLT0051911,Air Traffic Control,2025-09-17 00:15:00
CXL002518,FLT0051942,Crew Shortage,2026-01-29 19:30:00
CXL002519,FLT0051950,Crew Shortage,2025-08-13 09:30:00
CXL002520,FLT0051953,Mechanical Issue,2026-05-28 12:00:00
CXL002521,FLT0052013,Severe Weather,2026-04-16 09:00:00
CXL002522,FLT0052017,Severe Weather,2025-10-16 14:00:00
CXL002523,FLT0052025,Airport Closure,2026-03-14 04:30:00
CXL002524,FLT0052048,Crew Shortage,2026-01-11 18:30:00
CXL002525,FLT0052062,Low Booking Demand,2025-08-28 19:00:00
CXL002526,FLT0052093,Low Booking Demand,2025-10-25 03:45:00
CXL002527,FLT0052102,Severe Weather,2025-09-04 04:45:00
CXL002528,FLT0052112,Airport Closure,2026-05-04 20:30:00
CXL002529,FLT0052117,Mechanical Issue,2025-08-31 00:00:00
CXL002530,FLT0052124,Crew Shortage,2025-08-27 07:45:00
CXL002531,FLT0052127,Air Traffic Control,2025-09-15 07:30:00
CXL002532,FLT0052156,Mechanical Issue,2025-11-13 12:45:00
CXL002533,FLT0052166,Mechanical Issue,2025-11-22 19:00:00
CXL002534,FLT0052211,Air Traffic Control,2026-04-15 07:45:00
CXL002535,FLT0052216,Mechanical Issue,2025-12-12 07:00:00
CXL002536,FLT0052245,Airport Closure,2025-11-13 12:15:00
CXL002537,FLT0052250,Low Booking Demand,2025-12-20 06:15:00
CXL002538,FLT0052297,Air Traffic Control,2025-09-29 18:30:00
CXL002539,FLT0052311,Severe Weather,2026-02-23 03:45:00
CXL002540,FLT0052312,Crew Shortage,2026-04-02 02:30:00
CXL002541,FLT0052332,Mechanical Issue,2025-08-31 17:30:00
CXL002542,FLT0052381,Severe Weather,2026-05-11 17:00:00
CXL002543,FLT0052412,Airport Closure,2025-12-23 07:00:00
CXL002544,FLT0052436,Crew Shortage,2025-08-31 10:15:00
CXL002545,FLT0052441,Severe Weather,2026-04-01 13:15:00
CXL002546,FLT0052469,Airport Closure,2025-10-03 02:30:00
CXL002547,FLT0052484,Low Booking Demand,2026-03-20 03:15:00
CXL002548,FLT0052519,Severe Weather,2026-04-13 14:00:00
CXL002549,FLT0052534,Airport Closure,2026-02-14 08:30:00
CXL002550,FLT0052544,Mechanical Issue,2025-09-14 11:45:00
CXL002551,FLT0052546,Severe Weather,2026-01-10 01:00:00
CXL002552,FLT0052560,Low Booking Demand,2025-11-02 23:30:00
CXL002553,FLT0052565,Crew Shortage,2026-04-22 05:45:00
CXL002554,FLT0052612,Severe Weather,2025-08-29 00:00:00
CXL002555,FLT0052628,Severe Weather,2026-06-30 00:15:00
CXL002556,FLT0052656,Severe Weather,2025-12-02 16:45:00
CXL002557,FLT0052661,Air Traffic Control,2026-01-17 01:30:00
CXL002558,FLT0052676,Low Booking Demand,2025-11-12 12:45:00
CXL002559,FLT0052682,Airport Closure,2026-02-06 21:15:00
CXL002560,FLT0052687,Crew Shortage,2025-09-30 02:45:00
CXL002561,FLT0052746,Airport Closure,2026-02-25 17:00:00
CXL002562,FLT0052772,Crew Shortage,2025-11-29 16:00:00
CXL002563,FLT0052779,Crew Shortage,2026-02-14 22:45:00
CXL002564,FLT0052799,Mechanical Issue,2026-05-16 15:00:00
CXL002565,FLT0052827,Low Booking Demand,2025-12-31 10:30:00
CXL002566,FLT0052875,Low Booking Demand,2026-06-04 22:00:00
CXL002567,FLT0052876,Severe Weather,2026-07-08 04:00:00
CXL002568,FLT0052879,Mechanical Issue,2025-12-31 16:45:00
CXL002569,FLT0052899,Crew Shortage,2026-01-08 09:00:00
CXL002570,FLT0052901,Mechanical Issue,2025-11-16 23:15:00
CXL002571,FLT0052904,Severe Weather,2026-01-05 19:45:00
CXL002572,FLT0052908,Low Booking Demand,2026-01-17 20:30:00
CXL002573,FLT0052913,Crew Shortage,2026-01-23 04:00:00
CXL002574,FLT0052935,Low Booking Demand,2025-10-25 05:30:00
CXL002575,FLT0052951,Mechanical Issue,2025-08-10 09:30:00
CXL002576,FLT0052954,Severe Weather,2025-09-04 14:45:00
CXL002577,FLT0052966,Mechanical Issue,2026-05-08 13:00:00
CXL002578,FLT0052970,Mechanical Issue,2026-04-29 03:15:00
CXL002579,FLT0053015,Low Booking Demand,2025-09-19 07:00:00
CXL002580,FLT0053024,Mechanical Issue,2026-07-30 17:45:00
CXL002581,FLT0053025,Severe Weather,2026-05-10 11:30:00
CXL002582,FLT0053051,Mechanical Issue,2025-11-05 04:15:00
CXL002583,FLT0053102,Airport Closure,2026-04-28 20:15:00
CXL002584,FLT0053152,Mechanical Issue,2026-05-30 22:30:00
CXL002585,FLT0053183,Mechanical Issue,2025-08-08 19:45:00
CXL002586,FLT0053189,Air Traffic Control,2026-06-23 14:00:00
CXL002587,FLT0053215,Crew Shortage,2025-09-21 20:00:00
CXL002588,FLT0053246,Airport Closure,2026-07-27 19:45:00
CXL002589,FLT0053266,Air Traffic Control,2026-03-08 21:00:00
CXL002590,FLT0053282,Airport Closure,2026-06-04 19:00:00
CXL002591,FLT0053305,Air Traffic Control,2025-12-31 08:30:00
CXL002592,FLT0053314,Airport Closure,2026-01-18 08:45:00
CXL002593,FLT0053416,Airport Closure,2025-08-26 17:00:00
CXL002594,FLT0053450,Low Booking Demand,2025-11-14 13:45:00
CXL002595,FLT0053455,Low Booking Demand,2025-10-10 02:30:00
CXL002596,FLT0053460,Low Booking Demand,2026-06-03 20:45:00
CXL002597,FLT0053474,Air Traffic Control,2026-08-01 17:15:00
CXL002598,FLT0053498,Mechanical Issue,2026-02-21 04:15:00
CXL002599,FLT0053545,Airport Closure,2025-10-31 04:45:00
CXL002600,FLT0053604,Crew Shortage,2026-04-10 15:45:00
CXL002601,FLT0053610,Airport Closure,2026-07-27 17:45:00
CXL002602,FLT0053612,Low Booking Demand,2025-11-30 01:30:00
CXL002603,FLT0053625,Airport Closure,2026-01-25 17:15:00
CXL002604,FLT0053653,Air Traffic Control,2026-03-15 11:45:00
CXL002605,FLT0053654,Airport Closure,2025-12-23 04:30:00
CXL002606,FLT0053657,Severe Weather,2026-03-19 09:00:00
CXL002607,FLT0053661,Low Booking Demand,2026-05-19 03:45:00
CXL002608,FLT0053665,Low Booking Demand,2026-04-10 07:30:00
CXL002609,FLT0053680,Severe Weather,2025-11-27 19:15:00
CXL002610,FLT0053686,Air Traffic Control,2026-02-02 14:45:00
CXL002611,FLT0053689,Mechanical Issue,2025-09-09 21:45:00
CXL002612,FLT0053693,Low Booking Demand,2025-10-08 00:00:00
CXL002613,FLT0053706,Airport Closure,2025-10-22 19:45:00
CXL002614,FLT0053712,Air Traffic Control,2025-09-06 18:15:00
CXL002615,FLT0053719,Airport Closure,2026-04-11 00:30:00
CXL002616,FLT0053768,Severe Weather,2025-09-21 15:00:00
CXL002617,FLT0053770,Mechanical Issue,2026-03-01 17:45:00
CXL002618,FLT0053783,Crew Shortage,2025-09-25 03:30:00
CXL002619,FLT0053784,Mechanical Issue,2026-05-21 15:00:00
CXL002620,FLT0053808,Air Traffic Control,2026-02-11 19:45:00
CXL002621,FLT0053881,Severe Weather,2026-04-03 01:15:00
CXL002622,FLT0053909,Mechanical Issue,2025-09-23 18:45:00
CXL002623,FLT0053931,Airport Closure,2026-02-27 15:00:00
CXL002624,FLT0053966,Severe Weather,2026-03-14 13:00:00
CXL002625,FLT0053974,Mechanical Issue,2025-09-05 13:00:00
CXL002626,FLT0053996,Air Traffic Control,2026-06-24 23:45:00
CXL002627,FLT0054007,Severe Weather,2026-07-01 15:45:00
CXL002628,FLT0054029,Crew Shortage,2025-09-16 14:00:00
CXL002629,FLT0054040,Low Booking Demand,2025-08-30 23:30:00
CXL002630,FLT0054069,Air Traffic Control,2025-11-21 12:15:00
CXL002631,FLT0054098,Airport Closure,2026-05-26 00:15:00
CXL002632,FLT0054109,Airport Closure,2025-08-16 13:00:00
CXL002633,FLT0054170,Mechanical Issue,2025-10-24 00:30:00
CXL002634,FLT0054173,Severe Weather,2026-04-15 07:15:00
CXL002635,FLT0054234,Mechanical Issue,2025-11-24 10:00:00
CXL002636,FLT0054240,Severe Weather,2026-02-07 13:45:00
CXL002637,FLT0054262,Air Traffic Control,2026-05-17 20:15:00
CXL002638,FLT0054291,Air Traffic Control,2026-04-13 01:45:00
CXL002639,FLT0054321,Airport Closure,2026-01-31 12:30:00
CXL002640,FLT0054325,Airport Closure,2026-01-30 23:00:00
CXL002641,FLT0054338,Severe Weather,2026-02-24 09:15:00
CXL002642,FLT0054361,Low Booking Demand,2026-03-18 17:00:00
CXL002643,FLT0054392,Severe Weather,2025-12-08 23:00:00
CXL002644,FLT0054464,Mechanical Issue,2025-12-10 13:45:00
CXL002645,FLT0054478,Air Traffic Control,2026-05-25 22:30:00
CXL002646,FLT0054518,Airport Closure,2025-12-28 05:45:00
CXL002647,FLT0054520,Crew Shortage,2025-10-16 03:30:00
CXL002648,FLT0054537,Airport Closure,2026-01-04 11:45:00
CXL002649,FLT0054538,Severe Weather,2025-12-23 10:00:00
CXL002650,FLT0054546,Severe Weather,2026-03-11 19:45:00
CXL002651,FLT0054582,Air Traffic Control,2025-11-05 19:30:00
CXL002652,FLT0054670,Low Booking Demand,2026-02-10 00:00:00
CXL002653,FLT0054677,Crew Shortage,2026-05-14 01:00:00
CXL002654,FLT0054688,Severe Weather,2026-04-06 11:00:00
CXL002655,FLT0054693,Crew Shortage,2025-08-05 23:15:00
CXL002656,FLT0054750,Air Traffic Control,2025-12-30 23:15:00
CXL002657,FLT0054753,Mechanical Issue,2025-09-27 08:45:00
CXL002658,FLT0054767,Mechanical Issue,2025-12-05 20:00:00
CXL002659,FLT0054794,Crew Shortage,2025-11-16 01:45:00
CXL002660,FLT0054800,Airport Closure,2025-11-03 08:30:00
CXL002661,FLT0054809,Airport Closure,2025-12-20 08:00:00
CXL002662,FLT0054821,Low Booking Demand,2025-09-11 18:00:00
CXL002663,FLT0054855,Severe Weather,2025-08-31 17:00:00
CXL002664,FLT0054881,Crew Shortage,2026-06-05 09:30:00
CXL002665,FLT0054885,Low Booking Demand,2026-05-16 13:30:00
CXL002666,FLT0054916,Crew Shortage,2025-10-31 14:00:00
CXL002667,FLT0054964,Severe Weather,2026-01-20 01:30:00
CXL002668,FLT0054978,Severe Weather,2025-12-21 05:30:00
CXL002669,FLT0055006,Airport Closure,2026-05-02 18:00:00
CXL002670,FLT0055024,Severe Weather,2026-01-29 09:45:00
CXL002671,FLT0055026,Airport Closure,2026-05-14 01:00:00
CXL002672,FLT0055059,Mechanical Issue,2026-03-06 13:45:00
CXL002673,FLT0055062,Airport Closure,2025-12-20 21:30:00
CXL002674,FLT0055113,Airport Closure,2026-02-06 02:00:00
CXL002675,FLT0055175,Air Traffic Control,2026-06-26 12:00:00
CXL002676,FLT0055207,Airport Closure,2025-10-27 03:15:00
CXL002677,FLT0055234,Airport Closure,2026-06-20 18:30:00
CXL002678,FLT0055240,Crew Shortage,2025-12-13 10:15:00
CXL002679,FLT0055332,Mechanical Issue,2026-06-08 18:00:00
CXL002680,FLT0055366,Crew Shortage,2026-04-09 23:15:00
CXL002681,FLT0055369,Air Traffic Control,2025-12-03 23:15:00
CXL002682,FLT0055390,Crew Shortage,2025-12-19 09:45:00
CXL002683,FLT0055393,Mechanical Issue,2026-05-29 00:45:00
CXL002684,FLT0055408,Mechanical Issue,2025-08-26 04:00:00
CXL002685,FLT0055452,Low Booking Demand,2025-10-01 08:00:00
CXL002686,FLT0055499,Low Booking Demand,2026-01-25 18:00:00
CXL002687,FLT0055508,Air Traffic Control,2026-02-01 19:15:00
CXL002688,FLT0055513,Air Traffic Control,2025-09-22 06:45:00
CXL002689,FLT0055518,Low Booking Demand,2025-08-27 16:00:00
CXL002690,FLT0055530,Mechanical Issue,2025-09-16 18:30:00
CXL002691,FLT0055533,Severe Weather,2026-07-15 12:30:00
CXL002692,FLT0055536,Crew Shortage,2025-09-09 03:30:00
CXL002693,FLT0055537,Mechanical Issue,2026-01-11 20:15:00
CXL002694,FLT0055547,Airport Closure,2026-05-17 00:45:00
CXL002695,FLT0055569,Airport Closure,2026-01-17 10:30:00
CXL002696,FLT0055615,Severe Weather,2025-10-22 22:30:00
CXL002697,FLT0055630,Air Traffic Control,2026-03-20 10:00:00
CXL002698,FLT0055649,Air Traffic Control,2026-03-11 22:45:00
CXL002699,FLT0055661,Low Booking Demand,2026-05-16 07:15:00
CXL002700,FLT0055695,Airport Closure,2025-11-30 12:30:00
CXL002701,FLT0055714,Mechanical Issue,2025-12-17 09:00:00
CXL002702,FLT0055716,Crew Shortage,2026-04-15 15:00:00
CXL002703,FLT0055740,Mechanical Issue,2026-01-01 08:00:00
CXL002704,FLT0055759,Severe Weather,2026-06-02 21:00:00
CXL002705,FLT0055771,Airport Closure,2026-05-28 01:15:00
CXL002706,FLT0055773,Crew Shortage,2026-01-28 19:30:00
CXL002707,FLT0055784,Low Booking Demand,2026-02-10 10:00:00
CXL002708,FLT0055824,Low Booking Demand,2026-05-31 11:15:00
CXL002709,FLT0055829,Mechanical Issue,2026-03-27 04:30:00
CXL002710,FLT0055854,Mechanical Issue,2025-09-28 14:30:00
CXL002711,FLT0055904,Mechanical Issue,2026-02-28 09:45:00
CXL002712,FLT0055919,Severe Weather,2026-03-04 21:15:00
CXL002713,FLT0055925,Mechanical Issue,2025-11-20 16:30:00
CXL002714,FLT0055976,Air Traffic Control,2025-11-12 11:30:00
CXL002715,FLT0056007,Air Traffic Control,2026-02-25 23:15:00
CXL002716,FLT0056011,Air Traffic Control,2026-02-08 05:00:00
CXL002717,FLT0056076,Airport Closure,2025-08-04 07:15:00
