ticket_id,customer_id,booking_id,issue_type,opened_date,status,priority
SUP006252,CUS0005380,BK00109157,Website/App Issue,2024-09-29,Resolved,Medium
SUP006253,CUS0018813,BK00082030,Baggage Complaint,2026-07-19,Closed,Low
SUP006254,CUS0018419,,Loyalty Points Issue,2025-06-12,Resolved,Low
SUP006255,CUS0032174,,General Inquiry,2024-12-10,Resolved,Medium
SUP006256,CUS0037034,BK00007545,Website/App Issue,2025-11-14,In Progress,High
SUP006257,CUS0016282,BK00135834,General Inquiry,2025-08-27,Resolved,Medium
SUP006258,CUS0045239,BK00137183,Flight Delay Complaint,2025-03-27,Closed,Low
SUP006259,CUS0017544,,General Inquiry,2026-05-05,Closed,Low
SUP006260,CUS0046133,BK00112741,Booking Issue,2025-12-31,Closed,High
SUP006261,CUS0004892,,Loyalty Points Issue,2025-01-07,Resolved,Low
SUP006262,CUS0037673,,Baggage Complaint,2025-05-07,Resolved,Low
SUP006263,CUS0057944,BK00086604,Website/App Issue,2026-04-26,In Progress,Low
SUP006264,CUS0050886,BK00017378,Flight Delay Complaint,2026-04-01,Closed,Medium
SUP006265,CUS0008439,,Seat Change Request,2025-07-23,Resolved,Medium
SUP006266,CUS0015267,,Seat Change Request,2025-05-30,Resolved,Low
SUP006267,CUS0007350,BK00011660,Website/App Issue,2024-11-02,Open,Low
SUP006268,CUS0006977,,Booking Issue,2026-04-13,In Progress,High
SUP006269,CUS0024557,BK00037321,Refund Request,2024-04-23,In Progress,Medium
SUP006270,CUS0028174,BK00133008,Refund Request,2024-01-22,Resolved,High
SUP006271,CUS0001650,BK00107049,Flight Delay Complaint,2025-05-29,Resolved,Low
SUP006272,CUS0022558,BK00029862,Booking Issue,2025-02-28,In Progress,Low
SUP006273,CUS0012602,BK00020508,Booking Issue,2024-12-23,Closed,Medium
SUP006274,CUS0000773,BK00131973,Baggage Complaint,2025-07-15,Closed,High
SUP006275,CUS0022321,BK00085196,Booking Issue,2026-01-19,Closed,Low
SUP006276,CUS0053938,,Baggage Complaint,2026-02-01,Open,Low
SUP006277,CUS0048066,BK00147925,Baggage Complaint,2024-11-24,Resolved,Medium
SUP006278,CUS0058324,BK00091799,General Inquiry,2024-04-11,Closed,High
SUP006279,CUS0001728,,Flight Delay Complaint,2025-07-12,Closed,Low
SUP006280,CUS0010289,BK00125144,Flight Delay Complaint,2024-04-03,Resolved,High
SUP006281,CUS0059828,,Flight Delay Complaint,2025-07-16,Closed,Medium
SUP006282,CUS0019921,BK00148925,Baggage Complaint,2025-01-23,In Progress,Medium
SUP006283,CUS0042867,BK00041904,Flight Delay Complaint,2024-03-01,Closed,High
SUP006284,CUS0028714,,Flight Delay Complaint,2025-06-09,Closed,High
SUP006285,CUS0037100,BK00000382,Baggage Complaint,2024-05-26,In Progress,Low
SUP006286,CUS0052670,,General Inquiry,2026-07-10,Resolved,Medium
SUP006287,CUS0044714,,Website/App Issue,2025-07-06,Resolved,High
SUP006288,CUS0005979,,Refund Request,2025-11-17,Closed,Medium
SUP006289,CUS0009464,BK00084349,Seat Change Request,2024-08-03,Resolved,Medium
SUP006290,CUS0022997,,Flight Delay Complaint,2025-07-22,Closed,Medium
SUP006291,CUS0033744,BK00120008,Website/App Issue,2024-11-29,Closed,Medium
SUP006292,CUS0025185,BK00072126,Loyalty Points Issue,2025-11-19,Resolved,Low
SUP006293,CUS0048410,BK00048223,General Inquiry,2024-03-06,Resolved,Low
SUP006294,CUS0057661,,General Inquiry,2024-12-27,Closed,Medium
SUP006295,CUS0026619,BK00067051,Flight Delay Complaint,2024-11-28,Closed,Low
SUP006296,CUS0021596,BK00079612,Seat Change Request,2025-10-28,In Progress,Low
SUP006297,CUS0040794,,Website/App Issue,2025-07-05,Closed,Medium
SUP006298,CUS0056931,,Refund Request,2026-04-20,Resolved,Urgent
SUP006299,CUS0017528,,Baggage Complaint,2024-06-08,Closed,Medium
SUP006300,CUS0041780,BK00127141,Flight Delay Complaint,2025-05-21,In Progress,Medium
SUP006301,CUS0053183,,Booking Issue,2026-01-09,Resolved,Low
SUP006302,CUS0000015,,Refund Request,2025-04-29,Resolved,Medium
SUP006303,CUS0024428,,Refund Request,2026-04-06,Resolved,High
SUP006304,CUS0011997,,Booking Issue,2024-05-22,Closed,Low
SUP006305,CUS0022755,,Loyalty Points Issue,2026-01-30,In Progress,Low
SUP006306,CUS0045177,BK00110056,Baggage Complaint,2024-08-30,Closed,Low
SUP006307,CUS0028671,,General Inquiry,2026-07-22,In Progress,Medium
SUP006308,CUS0032110,BK00049750,Seat Change Request,2024-11-23,Open,Low
SUP006309,CUS0046991,BK00099042,Seat Change Request,2026-01-23,Closed,High
SUP006310,CUS0020040,,General Inquiry,2024-12-07,Closed,High
SUP006311,CUS0003324,BK00098658,General Inquiry,2025-04-17,Resolved,Low
SUP006312,CUS0042756,BK00029059,Booking Issue,2025-02-27,Closed,Low
SUP006313,CUS0012245,,Booking Issue,2026-06-30,Resolved,Medium
SUP006314,CUS0021423,BK00063030,Website/App Issue,2024-10-26,Closed,Low
SUP006315,CUS0007747,BK00122895,Flight Delay Complaint,2024-06-24,Resolved,Medium
SUP006316,CUS0026500,BK00134569,Flight Delay Complaint,2026-05-06,In Progress,High
SUP006317,CUS0047664,,Website/App Issue,2025-10-03,Resolved,Medium
SUP006318,CUS0050624,BK00051473,General Inquiry,2026-06-16,Closed,High
SUP006319,CUS0047675,BK00052866,Refund Request,2025-04-06,Closed,Medium
SUP006320,CUS0005984,,Website/App Issue,2025-09-24,Resolved,Low
SUP006321,CUS0042613,BK00050867,Seat Change Request,2024-11-08,In Progress,Medium
SUP006322,CUS0003939,BK00075640,Refund Request,2026-05-30,In Progress,Low
SUP006323,CUS0004721,BK00145664,Website/App Issue,2026-05-30,Resolved,High
SUP006324,CUS0008857,,Baggage Complaint,2024-09-23,Closed,High
SUP006325,CUS0012999,BK00138718,Loyalty Points Issue,2025-09-23,Resolved,Medium
SUP006326,CUS0044640,,General Inquiry,2024-05-04,In Progress,Medium
SUP006327,CUS0000984,BK00112634,Booking Issue,2025-04-28,In Progress,Urgent
SUP006328,CUS0029200,BK00103420,General Inquiry,2026-05-15,Open,High
SUP006329,CUS0027189,BK00094086,Loyalty Points Issue,2026-07-06,Closed,Medium
SUP006330,CUS0013710,BK00014539,Baggage Complaint,2024-07-04,Resolved,High
SUP006331,CUS0047314,,Refund Request,2026-03-03,Closed,Medium
SUP006332,CUS0058204,BK00077585,Website/App Issue,2024-09-01,Closed,Low
SUP006333,CUS0024487,BK00118604,Website/App Issue,2024-04-17,Resolved,Medium
SUP006334,CUS0047906,BK00000320,Loyalty Points Issue,2025-02-02,Open,Medium
SUP006335,CUS0016128,BK00138220,Website/App Issue,2026-03-27,Open,Low
SUP006336,CUS0013750,BK00049587,Website/App Issue,2024-10-17,Closed,Low
SUP006337,CUS0023518,BK00005375,Booking Issue,2024-03-25,Resolved,Low
SUP006338,CUS0026190,,Loyalty Points Issue,2026-04-23,Resolved,Medium
SUP006339,CUS0044866,BK00091709,General Inquiry,2024-11-28,Resolved,Low
SUP006340,CUS0017719,BK00125101,Baggage Complaint,2024-02-12,Closed,Medium
SUP006341,CUS0020415,BK00136289,Baggage Complaint,2025-10-23,Closed,Medium
SUP006342,CUS0002149,BK00142631,Flight Delay Complaint,2026-06-13,Resolved,High
SUP006343,CUS0036754,BK00036210,Loyalty Points Issue,2024-09-21,Closed,High
SUP006344,CUS0006525,BK00124463,Website/App Issue,2025-02-05,Open,Medium
SUP006345,CUS0018810,BK00005048,Website/App Issue,2025-01-22,Resolved,High
SUP006346,CUS0046008,BK00079655,Refund Request,2025-09-12,In Progress,Medium
SUP006347,CUS0056948,,General Inquiry,2024-08-07,Closed,Low
SUP006348,CUS0006269,BK00139829,General Inquiry,2024-06-26,Closed,Medium
SUP006349,CUS0029443,BK00060075,Flight Delay Complaint,2024-07-02,Closed,High
SUP006350,CUS0020908,BK00127124,Loyalty Points Issue,2025-03-06,Closed,Low
SUP006351,CUS0051647,BK00019222,Loyalty Points Issue,2025-05-08,Closed,Low
SUP006352,CUS0004475,BK00103221,Baggage Complaint,2025-07-24,Resolved,Medium
SUP006353,CUS0018375,,Baggage Complaint,2025-02-09,Closed,High
SUP006354,CUS0026691,BK00084446,Seat Change Request,2025-07-11,Resolved,High
SUP006355,CUS0045863,BK00012539,Refund Request,2024-08-22,Resolved,Medium
SUP006356,CUS0056920,BK00041887,Loyalty Points Issue,2024-08-30,In Progress,Low
SUP006357,CUS0043880,BK00002523,Flight Delay Complaint,2025-11-21,Closed,High
SUP006358,CUS0041134,BK00141306,Website/App Issue,2026-04-23,Open,Medium
SUP006359,CUS0048500,BK00100006,Seat Change Request,2026-07-24,Closed,Low
SUP006360,CUS0026971,BK00145767,Booking Issue,2025-08-17,Closed,Urgent
SUP006361,CUS0009034,BK00073539,Website/App Issue,2025-03-30,Open,Medium
SUP006362,CUS0023723,,Seat Change Request,2025-05-08,Closed,Urgent
SUP006363,CUS0048878,BK00087057,General Inquiry,2026-02-01,Closed,Medium
SUP006364,CUS0049200,BK00017269,Refund Request,2024-05-30,In Progress,High
SUP006365,CUS0051238,BK00032843,Loyalty Points Issue,2024-04-04,Resolved,Medium
SUP006366,CUS0032674,,Booking Issue,2025-09-05,In Progress,Medium
SUP006367,CUS0037089,BK00095157,General Inquiry,2024-11-17,Open,Low
SUP006368,CUS0008743,BK00117813,Loyalty Points Issue,2024-05-04,Resolved,Low
SUP006369,CUS0007628,BK00119207,Flight Delay Complaint,2025-09-01,Resolved,Medium
SUP006370,CUS0005265,BK00073672,General Inquiry,2026-06-25,In Progress,High
SUP006371,CUS0010248,BK00066298,Booking Issue,2025-06-07,In Progress,Low
SUP006372,CUS0014227,,Flight Delay Complaint,2024-06-30,Closed,Medium
SUP006373,CUS0002587,BK00148232,Loyalty Points Issue,2025-05-10,Resolved,Urgent
SUP006374,CUS0030681,BK00067738,Website/App Issue,2026-03-27,Closed,Low
SUP006375,CUS0014671,,Refund Request,2024-01-22,Resolved,Low
SUP006376,CUS0036053,BK00028109,Booking Issue,2026-06-20,Open,Medium
SUP006377,CUS0004834,,Seat Change Request,2024-01-29,Resolved,Low
SUP006378,CUS0032239,,Flight Delay Complaint,2025-05-16,Closed,Medium
SUP006379,CUS0030243,BK00021606,Website/App Issue,2026-01-02,In Progress,Medium
SUP006380,CUS0055337,,Website/App Issue,2024-12-07,Closed,Medium
SUP006381,CUS0016215,,Booking Issue,2024-05-07,Resolved,High
SUP006382,CUS0056827,BK00020782,Refund Request,2024-11-16,Closed,Medium
SUP006383,CUS0047806,BK00109769,Seat Change Request,2024-10-08,Closed,Urgent
SUP006384,CUS0025307,,Loyalty Points Issue,2024-10-31,Open,High
SUP006385,CUS0017806,,Seat Change Request,2024-06-05,Resolved,High
SUP006386,CUS0029237,,Loyalty Points Issue,2024-09-15,Open,Medium
SUP006387,CUS0022916,BK00097012,Booking Issue,2025-02-11,Closed,Low
SUP006388,CUS0053530,BK00026866,Seat Change Request,2026-07-21,Closed,Medium
SUP006389,CUS0051445,BK00096297,Refund Request,2025-06-19,Open,Low
SUP006390,CUS0048490,,General Inquiry,2025-10-03,Closed,Low
SUP006391,CUS0058145,BK00073010,General Inquiry,2024-09-16,Resolved,Low
SUP006392,CUS0053954,,Booking Issue,2025-10-08,Resolved,High
SUP006393,CUS0027190,BK00121354,Baggage Complaint,2024-11-01,Closed,Low
SUP006394,CUS0041863,BK00047954,Flight Delay Complaint,2024-03-06,Closed,Low
SUP006395,CUS0018693,BK00082941,General Inquiry,2025-01-24,Resolved,Medium
SUP006396,CUS0030691,BK00029308,Booking Issue,2025-10-23,Closed,High
SUP006397,CUS0004219,BK00141386,Loyalty Points Issue,2026-03-16,Closed,Medium
SUP006398,CUS0018415,BK00041148,Website/App Issue,2025-07-28,Resolved,Low
SUP006399,CUS0049476,BK00026532,Baggage Complaint,2026-01-11,Resolved,Medium
SUP006400,CUS0048275,,General Inquiry,2024-10-29,Resolved,High
SUP006401,CUS0050314,BK00103960,Seat Change Request,2025-01-25,Closed,Low
SUP006402,CUS0057165,,Booking Issue,2025-08-08,Closed,Medium
SUP006403,CUS0025719,,Refund Request,2025-09-14,Resolved,Low
SUP006404,CUS0018431,BK00039888,General Inquiry,2025-02-18,Closed,Medium
SUP006405,CUS0012849,BK00066330,Seat Change Request,2024-11-01,Closed,High
SUP006406,CUS0053649,BK00090231,Loyalty Points Issue,2024-06-16,Resolved,Medium
SUP006407,CUS0018088,,Website/App Issue,2026-03-23,Closed,Low
SUP006408,CUS0027920,BK00096684,Loyalty Points Issue,2025-02-18,Closed,Medium
SUP006409,CUS0001494,,Booking Issue,2025-10-20,Open,Medium
SUP006410,CUS0002399,,Flight Delay Complaint,2026-05-27,Resolved,Low
SUP006411,CUS0004004,,Flight Delay Complaint,2026-02-08,Closed,Low
SUP006412,CUS0002983,BK00101526,General Inquiry,2026-03-09,Closed,Medium
SUP006413,CUS0009690,BK00094622,Flight Delay Complaint,2026-07-26,Resolved,Medium
SUP006414,CUS0055241,BK00074029,General Inquiry,2024-10-26,Resolved,Medium
SUP006415,CUS0036810,BK00010367,Booking Issue,2025-03-21,Resolved,Medium
SUP006416,CUS0017637,BK00107099,Flight Delay Complaint,2025-06-11,Open,Low
SUP006417,CUS0017848,BK00004255,General Inquiry,2025-07-21,Closed,Medium
SUP006418,CUS0028577,,Loyalty Points Issue,2025-03-04,Resolved,Low
SUP006419,CUS0039974,,Loyalty Points Issue,2024-10-18,In Progress,Medium
SUP006420,CUS0038330,BK00067795,Refund Request,2025-12-03,Resolved,High
SUP006421,CUS0003436,,Flight Delay Complaint,2025-10-03,Closed,Medium
SUP006422,CUS0053963,,General Inquiry,2026-07-19,Open,Urgent
SUP006423,CUS0036702,BK00067252,Seat Change Request,2025-12-19,Closed,Low
SUP006424,CUS0007323,,Loyalty Points Issue,2024-05-21,In Progress,Medium
SUP006425,CUS0025317,BK00005478,Baggage Complaint,2024-04-24,Resolved,Medium
SUP006426,CUS0028505,,Loyalty Points Issue,2025-12-10,Closed,High
SUP006427,CUS0019548,BK00108835,Seat Change Request,2024-08-16,Closed,Medium
SUP006428,CUS0032810,,Refund Request,2025-07-10,Resolved,Medium
SUP006429,CUS0038384,,Flight Delay Complaint,2025-01-22,Closed,Medium
SUP006430,CUS0039602,BK00028595,Baggage Complaint,2024-10-07,Closed,Low
SUP006431,CUS0024133,BK00075591,General Inquiry,2026-06-05,Closed,Low
SUP006432,CUS0024439,BK00142501,Baggage Complaint,2024-10-15,Resolved,Low
SUP006433,CUS0028085,BK00096918,Seat Change Request,2025-09-02,Closed,Low
SUP006434,CUS0014480,BK00019377,Refund Request,2025-10-10,Resolved,Low
SUP006435,CUS0046758,BK00027659,Booking Issue,2024-09-03,Resolved,Low
SUP006436,CUS0048911,BK00080071,Flight Delay Complaint,2024-12-24,Resolved,High
SUP006437,CUS0003723,BK00095987,Website/App Issue,2026-01-28,Resolved,Low
SUP006438,CUS0045072,BK00135568,General Inquiry,2024-02-23,Resolved,High
SUP006439,CUS0049985,,Flight Delay Complaint,2026-07-10,Resolved,Medium
SUP006440,CUS0001301,BK00011284,Refund Request,2024-08-25,Closed,High
SUP006441,CUS0045627,,Flight Delay Complaint,2026-04-01,Closed,Low
SUP006442,CUS0039382,BK00093926,Refund Request,2024-04-07,In Progress,Medium
SUP006443,CUS0032630,BK00146764,Loyalty Points Issue,2025-05-08,Closed,Medium
SUP006444,CUS0054030,BK00028425,Website/App Issue,2026-02-02,Resolved,Medium
SUP006445,CUS0033737,,Booking Issue,2025-04-07,Closed,Medium
SUP006446,CUS0002658,,Refund Request,2025-04-08,Closed,Low
SUP006447,CUS0059018,BK00040081,Seat Change Request,2026-05-11,Open,Low
SUP006448,CUS0010132,BK00041881,Seat Change Request,2024-12-31,Closed,Medium
SUP006449,CUS0015623,,Flight Delay Complaint,2024-03-10,Open,Low
SUP006450,CUS0026086,BK00105157,General Inquiry,2026-08-03,Open,Medium
SUP006451,CUS0038986,,General Inquiry,2025-01-05,Closed,High
SUP006452,CUS0044998,,Flight Delay Complaint,2024-08-17,Resolved,Medium
SUP006453,CUS0046549,BK00100062,Refund Request,2025-04-11,Resolved,Medium
SUP006454,CUS0005192,BK00133261,Loyalty Points Issue,2025-03-22,Open,Medium
SUP006455,CUS0028190,BK00130875,Website/App Issue,2024-12-12,Resolved,High
SUP006456,CUS0020134,,Flight Delay Complaint,2025-07-12,In Progress,High
SUP006457,CUS0007871,BK00006594,Seat Change Request,2024-06-12,Resolved,High
SUP006458,CUS0058651,BK00062808,Refund Request,2026-01-07,Closed,Low
SUP006459,CUS0014276,BK00025842,Baggage Complaint,2024-08-03,Closed,Medium
SUP006460,CUS0036754,BK00059083,Booking Issue,2024-03-03,Closed,Low
SUP006461,CUS0045229,BK00089223,Refund Request,2024-07-08,Resolved,High
SUP006462,CUS0017739,BK00137178,General Inquiry,2026-04-08,Closed,Low
SUP006463,CUS0028455,BK00092080,Booking Issue,2024-07-23,Resolved,Low
SUP006464,CUS0015094,BK00053776,Loyalty Points Issue,2025-05-18,In Progress,Low
SUP006465,CUS0017813,,Baggage Complaint,2025-10-12,Resolved,Low
SUP006466,CUS0001990,,Baggage Complaint,2025-02-08,In Progress,Medium
SUP006467,CUS0045532,BK00105204,Refund Request,2026-07-23,Closed,High
SUP006468,CUS0045726,BK00027764,General Inquiry,2024-12-31,Resolved,Low
SUP006469,CUS0023845,BK00066796,Flight Delay Complaint,2026-05-23,Closed,Low
SUP006470,CUS0049201,BK00124936,Website/App Issue,2024-08-26,Resolved,Medium
SUP006471,CUS0007195,,Booking Issue,2025-11-13,In Progress,Medium
SUP006472,CUS0052515,BK00149391,Website/App Issue,2026-04-22,Resolved,High
SUP006473,CUS0026004,,Loyalty Points Issue,2024-07-12,Resolved,Low
SUP006474,CUS0043853,BK00065007,Loyalty Points Issue,2026-01-18,Closed,Medium
SUP006475,CUS0016697,,Seat Change Request,2025-10-01,Resolved,Medium
SUP006476,CUS0048722,,Flight Delay Complaint,2025-01-22,Closed,Low
SUP006477,CUS0055621,BK00089386,Flight Delay Complaint,2025-12-18,In Progress,Low
SUP006478,CUS0035484,,Baggage Complaint,2025-07-30,Closed,High
SUP006479,CUS0023637,BK00123421,Booking Issue,2024-05-14,Open,High
SUP006480,CUS0034875,BK00095017,Seat Change Request,2025-12-30,Resolved,Medium
SUP006481,CUS0020554,BK00143045,Refund Request,2024-05-18,Open,High
SUP006482,CUS0033995,BK00085214,Refund Request,2024-03-03,Resolved,High
SUP006483,CUS0039725,BK00008498,Booking Issue,2025-09-12,In Progress,Medium
SUP006484,CUS0019753,BK00125304,Baggage Complaint,2025-03-29,Resolved,High
SUP006485,CUS0040247,BK00096341,Booking Issue,2024-02-06,Resolved,Medium
SUP006486,CUS0026419,BK00142902,General Inquiry,2024-03-04,In Progress,Medium
SUP006487,CUS0002387,BK00118525,General Inquiry,2026-01-20,Closed,Medium
SUP006488,CUS0003252,BK00099839,Loyalty Points Issue,2025-02-02,In Progress,High
SUP006489,CUS0049855,BK00025428,Website/App Issue,2025-05-23,Resolved,Low
SUP006490,CUS0001379,BK00107274,Loyalty Points Issue,2024-03-28,Closed,Low
SUP006491,CUS0018703,,Loyalty Points Issue,2025-11-25,Resolved,High
SUP006492,CUS0008559,,Website/App Issue,2026-02-13,Closed,Medium
SUP006493,CUS0005710,,General Inquiry,2024-04-20,Resolved,Low
SUP006494,CUS0032355,BK00074838,Baggage Complaint,2024-02-20,In Progress,Low
SUP006495,CUS0042065,BK00069168,Loyalty Points Issue,2026-05-08,Closed,Medium
SUP006496,CUS0012187,BK00123891,Refund Request,2025-04-08,In Progress,Medium
SUP006497,CUS0003733,BK00064821,Flight Delay Complaint,2026-01-18,Closed,Medium
SUP006498,CUS0033523,BK00108262,General Inquiry,2025-01-31,Resolved,Low
SUP006499,CUS0033931,,Booking Issue,2024-11-19,Open,Low
SUP006500,CUS0051730,BK00029855,Flight Delay Complaint,2026-04-12,Closed,Medium
SUP006501,CUS0003989,BK00079496,Booking Issue,2024-09-26,In Progress,Low
SUP006502,CUS0016896,,Refund Request,2025-09-01,Resolved,Medium
SUP006503,CUS0036731,BK00053508,Refund Request,2026-06-21,Closed,Low
SUP006504,CUS0013689,,Refund Request,2024-04-26,Closed,Medium
SUP006505,CUS0036359,,Refund Request,2024-06-30,Closed,Low
SUP006506,CUS0038379,BK00003503,Seat Change Request,2024-11-11,Closed,Low
SUP006507,CUS0051472,,Website/App Issue,2026-04-05,Closed,Low
SUP006508,CUS0024591,BK00088597,Website/App Issue,2026-03-01,Closed,Medium
SUP006509,CUS0035023,BK00076682,Baggage Complaint,2025-10-26,In Progress,Low
SUP006510,CUS0049957,,Seat Change Request,2026-06-30,Closed,Low
SUP006511,CUS0012067,BK00089218,Loyalty Points Issue,2025-10-04,Closed,Medium
SUP006512,CUS0021003,BK00116513,Baggage Complaint,2025-07-11,Resolved,Low
SUP006513,CUS0023282,,Refund Request,2025-07-22,Closed,Medium
SUP006514,CUS0034601,BK00002833,Seat Change Request,2026-01-13,Resolved,High
SUP006515,CUS0021714,BK00103961,Baggage Complaint,2026-05-11,Closed,High
SUP006516,CUS0049825,,General Inquiry,2024-06-01,Resolved,High
SUP006517,CUS0048698,BK00112390,General Inquiry,2024-12-19,Closed,Low
SUP006518,CUS0017556,BK00138881,Loyalty Points Issue,2024-08-28,Resolved,Low
SUP006519,CUS0024959,BK00050819,Seat Change Request,2025-12-28,Open,Low
SUP006520,CUS0038875,BK00000309,Booking Issue,2025-12-25,Open,Medium
SUP006521,CUS0026760,BK00109217,Flight Delay Complaint,2025-07-08,Closed,Low
SUP006522,CUS0053950,BK00049184,Baggage Complaint,2025-05-13,Resolved,High
SUP006523,CUS0043025,BK00065040,Booking Issue,2026-05-12,Closed,Medium
SUP006524,CUS0032262,BK00135405,Website/App Issue,2026-03-23,Resolved,Low
SUP006525,CUS0058097,BK00057780,Baggage Complaint,2025-07-14,Resolved,Low
SUP006526,CUS0053214,,General Inquiry,2026-02-03,Closed,Medium
SUP006527,CUS0049315,BK00121099,Website/App Issue,2025-11-06,Resolved,Medium
SUP006528,CUS0042333,BK00044072,Loyalty Points Issue,2024-08-26,Closed,Medium
SUP006529,CUS0057780,,Booking Issue,2026-05-20,In Progress,High
SUP006530,CUS0047862,BK00047240,Baggage Complaint,2026-02-04,Resolved,Medium
SUP006531,CUS0020157,BK00134202,Website/App Issue,2025-07-29,Closed,High
SUP006532,CUS0012401,BK00093710,General Inquiry,2026-02-27,Resolved,Low
SUP006533,CUS0043647,BK00039977,Booking Issue,2026-06-21,Resolved,Urgent
SUP006534,CUS0036762,BK00036776,General Inquiry,2025-11-13,Open,High
