delay_id,flight_id,delay_minutes,delay_reason
DLY006033,FLT0048378,41,Late Aircraft Arrival
DLY006034,FLT0048381,49,Crew Availability
DLY006035,FLT0048386,95,Airport Operations
DLY006036,FLT0048394,45,Airport Operations
DLY006037,FLT0048397,93,Mechanical Issue
DLY006038,FLT0048409,148,Weather
DLY006039,FLT0048419,230,Airport Operations
DLY006040,FLT0048428,141,Security
DLY006041,FLT0048429,202,Late Aircraft Arrival
DLY006042,FLT0048458,193,Weather
DLY006043,FLT0048481,229,Mechanical Issue
DLY006044,FLT0048496,66,Crew Availability
DLY006045,FLT0048498,25,Weather
DLY006046,FLT0048510,234,Crew Availability
DLY006047,FLT0048513,61,Late Aircraft Arrival
DLY006048,FLT0048517,166,Airport Operations
DLY006049,FLT0048543,35,Crew Availability
DLY006050,FLT0048556,222,Mechanical Issue
DLY006051,FLT0048565,223,Crew Availability
DLY006052,FLT0048572,209,Security
DLY006053,FLT0048605,40,Security
DLY006054,FLT0048609,134,Security
DLY006055,FLT0048610,204,Security
DLY006056,FLT0048611,67,Air Traffic Control
DLY006057,FLT0048618,113,Crew Availability
DLY006058,FLT0048624,186,Late Aircraft Arrival
DLY006059,FLT0048626,124,Late Aircraft Arrival
DLY006060,FLT0048632,190,Late Aircraft Arrival
DLY006061,FLT0048633,135,Crew Availability
DLY006062,FLT0048638,227,Late Aircraft Arrival
DLY006063,FLT0048645,67,Air Traffic Control
DLY006064,FLT0048650,96,Airport Operations
DLY006065,FLT0048651,31,Security
DLY006066,FLT0048662,210,Airport Operations
DLY006067,FLT0048674,67,Air Traffic Control
DLY006068,FLT0048682,173,Mechanical Issue
DLY006069,FLT0048684,107,Mechanical Issue
DLY006070,FLT0048685,84,Crew Availability
DLY006071,FLT0048693,34,Security
DLY006072,FLT0048705,103,Late Aircraft Arrival
DLY006073,FLT0048713,170,Late Aircraft Arrival
DLY006074,FLT0048719,86,Crew Availability
DLY006075,FLT0048741,82,Air Traffic Control
DLY006076,FLT0048744,67,Crew Availability
DLY006077,FLT0048753,162,Air Traffic Control
DLY006078,FLT0048754,17,Security
DLY006079,FLT0048761,113,Mechanical Issue
DLY006080,FLT0048764,201,Airport Operations
DLY006081,FLT0048790,216,Mechanical Issue
DLY006082,FLT0048793,99,Security
DLY006083,FLT0048794,30,Mechanical Issue
DLY006084,FLT0048802,232,Crew Availability
DLY006085,FLT0048819,142,Late Aircraft Arrival
DLY006086,FLT0048825,203,Security
DLY006087,FLT0048842,49,Late Aircraft Arrival
DLY006088,FLT0048853,123,Crew Availability
DLY006089,FLT0048860,121,Security
DLY006090,FLT0048864,184,Airport Operations
DLY006091,FLT0048868,139,Security
DLY006092,FLT0048884,206,Air Traffic Control
DLY006093,FLT0048891,31,Late Aircraft Arrival
DLY006094,FLT0048896,78,Late Aircraft Arrival
DLY006095,FLT0048900,226,Crew Availability
DLY006096,FLT0048904,95,Weather
DLY006097,FLT0048914,129,Late Aircraft Arrival
DLY006098,FLT0048924,161,Air Traffic Control
DLY006099,FLT0048931,86,Weather
DLY006100,FLT0048960,235,Air Traffic Control
DLY006101,FLT0048970,103,Weather
DLY006102,FLT0048981,180,Airport Operations
DLY006103,FLT0048988,191,Air Traffic Control
DLY006104,FLT0049000,223,Late Aircraft Arrival
DLY006105,FLT0049009,110,Weather
DLY006106,FLT0049012,219,Airport Operations
DLY006107,FLT0049016,58,Security
DLY006108,FLT0049031,176,Late Aircraft Arrival
DLY006109,FLT0049044,135,Weather
DLY006110,FLT0049069,110,Late Aircraft Arrival
DLY006111,FLT0049070,114,Security
DLY006112,FLT0049072,210,Weather
DLY006113,FLT0049074,191,Mechanical Issue
DLY006114,FLT0049084,236,Mechanical Issue
DLY006115,FLT0049094,215,Security
DLY006116,FLT0049095,236,Air Traffic Control
DLY006117,FLT0049099,71,Late Aircraft Arrival
DLY006118,FLT0049104,25,Crew Availability
DLY006119,FLT0049109,95,Air Traffic Control
DLY006120,FLT0049115,131,Crew Availability
DLY006121,FLT0049123,173,Weather
DLY006122,FLT0049128,156,Airport Operations
DLY006123,FLT0049131,93,Air Traffic Control
DLY006124,FLT0049139,216,Late Aircraft Arrival
DLY006125,FLT0049149,48,Weather
DLY006126,FLT0049151,157,Mechanical Issue
DLY006127,FLT0049153,43,Crew Availability
DLY006128,FLT0049163,126,Crew Availability
DLY006129,FLT0049181,174,Security
DLY006130,FLT0049188,200,Crew Availability
DLY006131,FLT0049192,91,Late Aircraft Arrival
DLY006132,FLT0049194,218,Weather
DLY006133,FLT0049195,232,Late Aircraft Arrival
DLY006134,FLT0049208,69,Airport Operations
DLY006135,FLT0049216,103,Security
DLY006136,FLT0049217,107,Air Traffic Control
DLY006137,FLT0049218,127,Security
DLY006138,FLT0049229,152,Crew Availability
DLY006139,FLT0049233,179,Late Aircraft Arrival
DLY006140,FLT0049255,169,Late Aircraft Arrival
DLY006141,FLT0049265,112,Mechanical Issue
DLY006142,FLT0049267,40,Weather
DLY006143,FLT0049269,122,Crew Availability
DLY006144,FLT0049272,215,Weather
DLY006145,FLT0049275,16,Airport Operations
DLY006146,FLT0049277,212,Crew Availability
DLY006147,FLT0049278,157,Airport Operations
DLY006148,FLT0049283,112,Air Traffic Control
DLY006149,FLT0049287,161,Mechanical Issue
DLY006150,FLT0049290,76,Weather
DLY006151,FLT0049293,67,Crew Availability
DLY006152,FLT0049313,95,Security
DLY006153,FLT0049314,191,Air Traffic Control
DLY006154,FLT0049321,181,Air Traffic Control
DLY006155,FLT0049342,144,Weather
DLY006156,FLT0049344,19,Airport Operations
DLY006157,FLT0049349,50,Air Traffic Control
DLY006158,FLT0049350,182,Crew Availability
DLY006159,FLT0049355,114,Airport Operations
DLY006160,FLT0049364,186,Crew Availability
DLY006161,FLT0049368,191,Crew Availability
DLY006162,FLT0049372,179,Airport Operations
DLY006163,FLT0049379,28,Security
DLY006164,FLT0049383,90,Security
DLY006165,FLT0049385,16,Airport Operations
DLY006166,FLT0049391,130,Security
DLY006167,FLT0049393,148,Crew Availability
DLY006168,FLT0049397,212,Late Aircraft Arrival
DLY006169,FLT0049400,236,Air Traffic Control
DLY006170,FLT0049406,185,Airport Operations
DLY006171,FLT0049413,30,Crew Availability
DLY006172,FLT0049415,168,Security
DLY006173,FLT0049421,101,Air Traffic Control
DLY006174,FLT0049423,33,Mechanical Issue
DLY006175,FLT0049426,200,Crew Availability
DLY006176,FLT0049437,177,Weather
DLY006177,FLT0049461,207,Weather
DLY006178,FLT0049463,183,Airport Operations
DLY006179,FLT0049466,16,Security
DLY006180,FLT0049467,235,Airport Operations
DLY006181,FLT0049474,133,Mechanical Issue
DLY006182,FLT0049489,103,Crew Availability
DLY006183,FLT0049495,55,Air Traffic Control
DLY006184,FLT0049508,154,Airport Operations
DLY006185,FLT0049509,45,Weather
DLY006186,FLT0049511,79,Late Aircraft Arrival
DLY006187,FLT0049514,193,Mechanical Issue
DLY006188,FLT0049524,106,Security
DLY006189,FLT0049528,19,Late Aircraft Arrival
DLY006190,FLT0049539,214,Late Aircraft Arrival
DLY006191,FLT0049544,64,Air Traffic Control
DLY006192,FLT0049579,192,Mechanical Issue
DLY006193,FLT0049580,77,Late Aircraft Arrival
DLY006194,FLT0049586,154,Mechanical Issue
DLY006195,FLT0049591,63,Late Aircraft Arrival
DLY006196,FLT0049601,40,Air Traffic Control
DLY006197,FLT0049603,38,Late Aircraft Arrival
DLY006198,FLT0049607,71,Weather
DLY006199,FLT0049622,151,Air Traffic Control
DLY006200,FLT0049634,136,Air Traffic Control
DLY006201,FLT0049645,186,Mechanical Issue
DLY006202,FLT0049649,211,Airport Operations
DLY006203,FLT0049656,150,Crew Availability
DLY006204,FLT0049663,167,Mechanical Issue
DLY006205,FLT0049669,141,Late Aircraft Arrival
DLY006206,FLT0049670,232,Weather
DLY006207,FLT0049671,92,Crew Availability
DLY006208,FLT0049673,62,Crew Availability
DLY006209,FLT0049676,182,Crew Availability
DLY006210,FLT0049680,165,Air Traffic Control
DLY006211,FLT0049687,160,Mechanical Issue
DLY006212,FLT0049696,187,Airport Operations
DLY006213,FLT0049698,43,Crew Availability
DLY006214,FLT0049712,34,Mechanical Issue
DLY006215,FLT0049735,151,Weather
DLY006216,FLT0049743,55,Mechanical Issue
DLY006217,FLT0049752,177,Air Traffic Control
DLY006218,FLT0049753,182,Weather
DLY006219,FLT0049754,45,Security
DLY006220,FLT0049755,23,Mechanical Issue
DLY006221,FLT0049764,100,Crew Availability
DLY006222,FLT0049770,105,Weather
DLY006223,FLT0049772,168,Mechanical Issue
DLY006224,FLT0049773,220,Late Aircraft Arrival
DLY006225,FLT0049775,165,Air Traffic Control
DLY006226,FLT0049789,144,Crew Availability
DLY006227,FLT0049790,53,Airport Operations
DLY006228,FLT0049792,69,Weather
DLY006229,FLT0049797,94,Weather
DLY006230,FLT0049801,181,Mechanical Issue
DLY006231,FLT0049807,59,Crew Availability
DLY006232,FLT0049812,93,Late Aircraft Arrival
DLY006233,FLT0049824,148,Late Aircraft Arrival
DLY006234,FLT0049844,165,Late Aircraft Arrival
DLY006235,FLT0049864,75,Security
DLY006236,FLT0049869,72,Weather
DLY006237,FLT0049873,135,Weather
DLY006238,FLT0049893,154,Mechanical Issue
DLY006239,FLT0049894,113,Air Traffic Control
DLY006240,FLT0049896,15,Security
DLY006241,FLT0049901,162,Crew Availability
DLY006242,FLT0049906,122,Weather
DLY006243,FLT0049908,125,Mechanical Issue
DLY006244,FLT0049920,16,Mechanical Issue
DLY006245,FLT0049922,22,Airport Operations
DLY006246,FLT0049927,136,Late Aircraft Arrival
DLY006247,FLT0049929,43,Airport Operations
DLY006248,FLT0049934,42,Security
DLY006249,FLT0049946,69,Late Aircraft Arrival
DLY006250,FLT0049950,15,Mechanical Issue
DLY006251,FLT0049954,101,Mechanical Issue
DLY006252,FLT0049966,92,Crew Availability
DLY006253,FLT0049969,102,Air Traffic Control
DLY006254,FLT0049980,169,Late Aircraft Arrival
DLY006255,FLT0049986,190,Airport Operations
DLY006256,FLT0049988,221,Security
DLY006257,FLT0050001,111,Mechanical Issue
DLY006258,FLT0050004,40,Mechanical Issue
DLY006259,FLT0050006,190,Mechanical Issue
DLY006260,FLT0050019,78,Late Aircraft Arrival
DLY006261,FLT0050021,106,Late Aircraft Arrival
DLY006262,FLT0050034,19,Late Aircraft Arrival
DLY006263,FLT0050039,221,Security
DLY006264,FLT0050040,30,Weather
DLY006265,FLT0050042,141,Air Traffic Control
DLY006266,FLT0050043,19,Late Aircraft Arrival
DLY006267,FLT0050044,219,Crew Availability
DLY006268,FLT0050046,52,Weather
DLY006269,FLT0050048,152,Crew Availability
DLY006270,FLT0050065,121,Crew Availability
DLY006271,FLT0050069,44,Mechanical Issue
DLY006272,FLT0050074,176,Late Aircraft Arrival
DLY006273,FLT0050083,225,Crew Availability
DLY006274,FLT0050086,165,Security
DLY006275,FLT0050087,104,Airport Operations
DLY006276,FLT0050102,16,Crew Availability
DLY006277,FLT0050129,171,Airport Operations
DLY006278,FLT0050131,133,Airport Operations
DLY006279,FLT0050133,105,Air Traffic Control
DLY006280,FLT0050136,221,Weather
DLY006281,FLT0050138,76,Airport Operations
DLY006282,FLT0050151,21,Late Aircraft Arrival
DLY006283,FLT0050154,200,Late Aircraft Arrival
DLY006284,FLT0050164,144,Air Traffic Control
DLY006285,FLT0050169,158,Airport Operations
DLY006286,FLT0050183,215,Mechanical Issue
DLY006287,FLT0050209,128,Security
DLY006288,FLT0050216,166,Crew Availability
DLY006289,FLT0050220,40,Late Aircraft Arrival
DLY006290,FLT0050221,61,Security
DLY006291,FLT0050225,72,Airport Operations
DLY006292,FLT0050243,29,Air Traffic Control
DLY006293,FLT0050248,61,Mechanical Issue
DLY006294,FLT0050255,23,Security
DLY006295,FLT0050259,50,Mechanical Issue
DLY006296,FLT0050263,38,Weather
DLY006297,FLT0050266,228,Crew Availability
DLY006298,FLT0050276,181,Air Traffic Control
DLY006299,FLT0050278,129,Crew Availability
DLY006300,FLT0050283,100,Late Aircraft Arrival
DLY006301,FLT0050287,140,Airport Operations
DLY006302,FLT0050293,81,Crew Availability
DLY006303,FLT0050294,49,Crew Availability
DLY006304,FLT0050300,89,Air Traffic Control
DLY006305,FLT0050308,107,Mechanical Issue
DLY006306,FLT0050314,159,Crew Availability
DLY006307,FLT0050334,218,Air Traffic Control
DLY006308,FLT0050340,222,Weather
DLY006309,FLT0050369,20,Late Aircraft Arrival
DLY006310,FLT0050381,139,Crew Availability
DLY006311,FLT0050382,198,Crew Availability
DLY006312,FLT0050386,137,Weather
DLY006313,FLT0050394,89,Airport Operations
DLY006314,FLT0050396,57,Mechanical Issue
DLY006315,FLT0050420,212,Airport Operations
DLY006316,FLT0050425,100,Late Aircraft Arrival
DLY006317,FLT0050428,166,Security
DLY006318,FLT0050430,24,Mechanical Issue
DLY006319,FLT0050434,123,Weather
DLY006320,FLT0050440,200,Airport Operations
DLY006321,FLT0050443,229,Security
DLY006322,FLT0050445,123,Late Aircraft Arrival
DLY006323,FLT0050451,119,Crew Availability
DLY006324,FLT0050461,78,Mechanical Issue
DLY006325,FLT0050469,224,Air Traffic Control
DLY006326,FLT0050470,232,Security
DLY006327,FLT0050479,108,Air Traffic Control
DLY006328,FLT0050498,99,Weather
DLY006329,FLT0050506,115,Weather
DLY006330,FLT0050519,197,Late Aircraft Arrival
DLY006331,FLT0050524,196,Weather
DLY006332,FLT0050531,53,Mechanical Issue
DLY006333,FLT0050556,74,Late Aircraft Arrival
DLY006334,FLT0050558,98,Late Aircraft Arrival
DLY006335,FLT0050561,35,Airport Operations
DLY006336,FLT0050575,162,Crew Availability
DLY006337,FLT0050577,198,Late Aircraft Arrival
DLY006338,FLT0050584,228,Weather
DLY006339,FLT0050608,16,Weather
DLY006340,FLT0050615,171,Weather
DLY006341,FLT0050616,84,Air Traffic Control
DLY006342,FLT0050621,27,Security
DLY006343,FLT0050626,22,Air Traffic Control
DLY006344,FLT0050631,77,Late Aircraft Arrival
DLY006345,FLT0050640,141,Weather
DLY006346,FLT0050647,80,Air Traffic Control
DLY006347,FLT0050648,170,Airport Operations
DLY006348,FLT0050658,234,Crew Availability
DLY006349,FLT0050659,182,Security
DLY006350,FLT0050665,183,Airport Operations
DLY006351,FLT0050669,139,Security
DLY006352,FLT0050681,59,Mechanical Issue
DLY006353,FLT0050682,92,Weather
DLY006354,FLT0050683,180,Airport Operations
DLY006355,FLT0050687,212,Mechanical Issue
DLY006356,FLT0050698,198,Weather
DLY006357,FLT0050717,97,Airport Operations
DLY006358,FLT0050736,192,Weather
DLY006359,FLT0050769,151,Airport Operations
DLY006360,FLT0050770,146,Crew Availability
DLY006361,FLT0050771,123,Crew Availability
DLY006362,FLT0050776,181,Airport Operations
DLY006363,FLT0050781,56,Late Aircraft Arrival
DLY006364,FLT0050788,97,Airport Operations
DLY006365,FLT0050798,52,Weather
DLY006366,FLT0050802,198,Crew Availability
DLY006367,FLT0050808,217,Weather
DLY006368,FLT0050809,134,Late Aircraft Arrival
DLY006369,FLT0050818,41,Security
DLY006370,FLT0050822,81,Airport Operations
DLY006371,FLT0050824,78,Late Aircraft Arrival
DLY006372,FLT0050833,104,Airport Operations
DLY006373,FLT0050837,103,Mechanical Issue
DLY006374,FLT0050844,230,Security
DLY006375,FLT0050850,238,Late Aircraft Arrival
DLY006376,FLT0050855,177,Airport Operations
DLY006377,FLT0050869,30,Mechanical Issue
DLY006378,FLT0050873,172,Mechanical Issue
DLY006379,FLT0050877,159,Airport Operations
DLY006380,FLT0050879,166,Weather
DLY006381,FLT0050890,116,Airport Operations
DLY006382,FLT0050908,201,Security
DLY006383,FLT0050909,28,Security
DLY006384,FLT0050912,172,Air Traffic Control
DLY006385,FLT0050918,48,Airport Operations
DLY006386,FLT0050919,177,Weather
DLY006387,FLT0050924,221,Airport Operations
DLY006388,FLT0050925,139,Air Traffic Control
DLY006389,FLT0050943,87,Late Aircraft Arrival
DLY006390,FLT0050954,19,Air Traffic Control
DLY006391,FLT0050971,137,Airport Operations
DLY006392,FLT0050982,173,Late Aircraft Arrival
DLY006393,FLT0050983,155,Air Traffic Control
DLY006394,FLT0050992,166,Airport Operations
DLY006395,FLT0050994,146,Airport Operations
DLY006396,FLT0050995,216,Air Traffic Control
DLY006397,FLT0051006,180,Security
DLY006398,FLT0051023,72,Weather
DLY006399,FLT0051033,135,Late Aircraft Arrival
DLY006400,FLT0051040,106,Security
DLY006401,FLT0051050,226,Crew Availability
DLY006402,FLT0051054,114,Mechanical Issue
DLY006403,FLT0051058,172,Late Aircraft Arrival
DLY006404,FLT0051060,183,Airport Operations
DLY006405,FLT0051067,79,Mechanical Issue
DLY006406,FLT0051100,155,Weather
DLY006407,FLT0051108,37,Crew Availability
DLY006408,FLT0051109,99,Crew Availability
DLY006409,FLT0051110,189,Weather
DLY006410,FLT0051121,63,Late Aircraft Arrival
DLY006411,FLT0051123,94,Crew Availability
DLY006412,FLT0051124,140,Air Traffic Control
DLY006413,FLT0051125,239,Mechanical Issue
DLY006414,FLT0051128,239,Security
DLY006415,FLT0051135,103,Airport Operations
DLY006416,FLT0051136,223,Crew Availability
DLY006417,FLT0051137,86,Weather
DLY006418,FLT0051140,210,Mechanical Issue
DLY006419,FLT0051141,23,Weather
DLY006420,FLT0051155,132,Security
DLY006421,FLT0051164,183,Airport Operations
DLY006422,FLT0051166,106,Mechanical Issue
DLY006423,FLT0051167,125,Late Aircraft Arrival
DLY006424,FLT0051177,44,Late Aircraft Arrival
DLY006425,FLT0051185,96,Mechanical Issue
DLY006426,FLT0051193,59,Security
DLY006427,FLT0051198,113,Security
DLY006428,FLT0051203,204,Late Aircraft Arrival
DLY006429,FLT0051211,84,Weather
DLY006430,FLT0051214,155,Airport Operations
DLY006431,FLT0051216,178,Mechanical Issue
DLY006432,FLT0051219,198,Air Traffic Control
DLY006433,FLT0051224,87,Airport Operations
DLY006434,FLT0051274,204,Air Traffic Control
DLY006435,FLT0051283,93,Crew Availability
DLY006436,FLT0051297,63,Airport Operations
DLY006437,FLT0051308,143,Security
DLY006438,FLT0051309,208,Airport Operations
DLY006439,FLT0051314,173,Security
DLY006440,FLT0051315,207,Late Aircraft Arrival
DLY006441,FLT0051325,101,Weather
DLY006442,FLT0051330,58,Late Aircraft Arrival
DLY006443,FLT0051336,80,Airport Operations
DLY006444,FLT0051338,144,Security
DLY006445,FLT0051342,184,Weather
DLY006446,FLT0051363,90,Crew Availability
DLY006447,FLT0051364,148,Weather
DLY006448,FLT0051367,175,Airport Operations
DLY006449,FLT0051370,106,Security
DLY006450,FLT0051381,133,Security
DLY006451,FLT0051428,223,Late Aircraft Arrival
DLY006452,FLT0051432,29,Airport Operations
DLY006453,FLT0051440,111,Crew Availability
DLY006454,FLT0051457,212,Airport Operations
DLY006455,FLT0051479,133,Air Traffic Control
DLY006456,FLT0051480,172,Mechanical Issue
DLY006457,FLT0051490,224,Airport Operations
DLY006458,FLT0051504,215,Airport Operations
DLY006459,FLT0051506,140,Mechanical Issue
DLY006460,FLT0051510,106,Mechanical Issue
DLY006461,FLT0051520,66,Air Traffic Control
DLY006462,FLT0051527,193,Air Traffic Control
DLY006463,FLT0051533,223,Crew Availability
DLY006464,FLT0051535,213,Weather
DLY006465,FLT0051578,171,Air Traffic Control
DLY006466,FLT0051581,45,Airport Operations
DLY006467,FLT0051592,97,Crew Availability
DLY006468,FLT0051595,195,Mechanical Issue
DLY006469,FLT0051597,208,Airport Operations
DLY006470,FLT0051605,127,Weather
DLY006471,FLT0051623,129,Air Traffic Control
DLY006472,FLT0051638,61,Air Traffic Control
DLY006473,FLT0051648,67,Airport Operations
DLY006474,FLT0051654,216,Airport Operations
DLY006475,FLT0051670,59,Mechanical Issue
DLY006476,FLT0051677,68,Late Aircraft Arrival
DLY006477,FLT0051678,64,Crew Availability
DLY006478,FLT0051682,90,Mechanical Issue
DLY006479,FLT0051690,210,Weather
DLY006480,FLT0051698,42,Airport Operations
DLY006481,FLT0051700,21,Weather
DLY006482,FLT0051701,98,Weather
DLY006483,FLT0051708,62,Weather
DLY006484,FLT0051710,55,Weather
DLY006485,FLT0051724,68,Late Aircraft Arrival
DLY006486,FLT0051732,15,Late Aircraft Arrival
DLY006487,FLT0051735,236,Security
DLY006488,FLT0051738,71,Mechanical Issue
DLY006489,FLT0051744,51,Late Aircraft Arrival
DLY006490,FLT0051758,197,Late Aircraft Arrival
DLY006491,FLT0051759,61,Weather
DLY006492,FLT0051773,158,Late Aircraft Arrival
DLY006493,FLT0051779,117,Security
DLY006494,FLT0051786,38,Security
DLY006495,FLT0051790,141,Mechanical Issue
DLY006496,FLT0051794,107,Late Aircraft Arrival
DLY006497,FLT0051798,188,Mechanical Issue
DLY006498,FLT0051829,47,Late Aircraft Arrival
DLY006499,FLT0051857,128,Air Traffic Control
DLY006500,FLT0051870,196,Crew Availability
DLY006501,FLT0051892,68,Air Traffic Control
DLY006502,FLT0051897,205,Security
DLY006503,FLT0051906,97,Airport Operations
DLY006504,FLT0051912,166,Mechanical Issue
DLY006505,FLT0051919,237,Crew Availability
DLY006506,FLT0051920,178,Security
DLY006507,FLT0051921,69,Late Aircraft Arrival
