seat_assignment_id,flight_id,aircraft_id,seat_number,passenger_id,class
SA00120227,FLT0007722,ACFT00287,23G,PAX00143029,Economy
SA00120228,FLT0022596,ACFT00032,35F,PAX00143030,Business
SA00120229,FLT0022596,ACFT00032,12F,PAX00143031,Economy
SA00120230,FLT0022596,ACFT00032,40F,PAX00143032,Business
SA00120231,FLT0068657,ACFT00164,11H,PAX00143033,First
SA00120232,FLT0068657,ACFT00164,24G,PAX00143034,Economy
SA00120233,FLT0062020,ACFT00157,28B,PAX00143035,Economy
SA00120234,FLT0062020,ACFT00157,20C,PAX00143036,Economy
SA00120235,FLT0062020,ACFT00157,2J,PAX00143037,Economy
SA00120236,FLT0039705,ACFT00147,29A,PAX00143038,Economy
SA00120237,FLT0039705,ACFT00147,35B,PAX00143039,Economy
SA00120238,FLT0059613,ACFT00169,11K,PAX00143042,Economy
SA00120239,FLT0059613,ACFT00169,18C,PAX00143043,Economy
SA00120240,FLT0059613,ACFT00169,22A,PAX00143044,Economy
SA00120241,FLT0059613,ACFT00169,8C,PAX00143045,Economy
SA00120242,FLT0036892,ACFT00332,8F,PAX00143046,Business
SA00120243,FLT0057508,ACFT00235,3B,PAX00143049,Economy
SA00120244,FLT0059590,ACFT00548,40B,PAX00143051,Economy
SA00120245,FLT0059590,ACFT00548,22H,PAX00143052,Business
SA00120246,FLT0036274,ACFT00457,17H,PAX00143055,Business
SA00120247,FLT0079767,ACFT00187,19E,PAX00143056,Economy
SA00120248,FLT0063115,ACFT00208,1D,PAX00143058,Economy
SA00120249,FLT0063115,ACFT00208,38B,PAX00143059,Economy
SA00120250,FLT0046846,ACFT00260,17E,PAX00143060,Economy
SA00120251,FLT0077484,ACFT00179,42J,PAX00143061,Economy
SA00120252,FLT0077484,ACFT00179,11E,PAX00143062,Economy
SA00120253,FLT0010949,ACFT00005,29K,PAX00143063,Economy
SA00120254,FLT0004403,ACFT00172,21J,PAX00143065,Economy
SA00120255,FLT0061885,ACFT00274,38A,PAX00143066,Business
SA00120256,FLT0061885,ACFT00274,22F,PAX00143067,Economy
SA00120257,FLT0004779,ACFT00165,3G,PAX00143070,Economy
SA00120258,FLT0004779,ACFT00165,19F,PAX00143071,Business
SA00120259,FLT0076791,ACFT00439,29B,PAX00143072,Economy
SA00120260,FLT0076791,ACFT00439,24K,PAX00143073,Premium Economy
SA00120261,FLT0076791,ACFT00439,7K,PAX00143074,Premium Economy
SA00120262,FLT0009441,ACFT00182,10E,PAX00143075,Economy
SA00120263,FLT0034508,ACFT00217,37G,PAX00143076,Economy
SA00120264,FLT0018804,ACFT00368,1E,PAX00143077,First
SA00120265,FLT0018804,ACFT00368,32J,PAX00143078,Economy
SA00120266,FLT0018804,ACFT00368,17D,PAX00143079,Economy
SA00120267,FLT0018804,ACFT00368,29G,PAX00143080,Economy
SA00120268,FLT0032443,ACFT00579,8B,PAX00143081,Economy
SA00120269,FLT0078380,ACFT00356,12H,PAX00143082,Economy
SA00120270,FLT0051277,ACFT00521,40K,PAX00143083,Economy
SA00120271,FLT0071088,ACFT00119,25H,PAX00143084,First
SA00120272,FLT0071088,ACFT00119,22G,PAX00143085,Economy
SA00120273,FLT0071088,ACFT00119,24K,PAX00143086,Economy
SA00120274,FLT0076670,ACFT00325,44D,PAX00143087,Economy
SA00120275,FLT0076670,ACFT00325,22G,PAX00143088,Economy
SA00120276,FLT0049736,ACFT00120,26B,PAX00143092,Business
SA00120277,FLT0065904,ACFT00245,7J,PAX00143093,Economy
SA00120278,FLT0065904,ACFT00245,27H,PAX00143095,Premium Economy
SA00120279,FLT0065904,ACFT00245,7D,PAX00143096,Premium Economy
SA00120280,FLT0024054,ACFT00574,42A,PAX00143097,Economy
SA00120281,FLT0024054,ACFT00574,8B,PAX00143098,Premium Economy
SA00120282,FLT0024054,ACFT00574,12E,PAX00143099,Economy
SA00120283,FLT0024054,ACFT00574,1J,PAX00143100,Economy
SA00120284,FLT0011124,ACFT00463,30E,PAX00143101,Economy
SA00120285,FLT0010376,ACFT00428,23A,PAX00143102,Economy
SA00120286,FLT0055415,ACFT00591,9D,PAX00143103,Economy
SA00120287,FLT0055415,ACFT00591,41K,PAX00143104,Economy
SA00120288,FLT0002434,ACFT00112,12D,PAX00143105,Economy
SA00120289,FLT0002434,ACFT00112,24D,PAX00143106,Premium Economy
SA00120290,FLT0031771,ACFT00563,21D,PAX00143107,Economy
SA00120291,FLT0058604,ACFT00125,16G,PAX00143108,Premium Economy
SA00120292,FLT0047654,ACFT00447,38J,PAX00143110,First
SA00120293,FLT0047654,ACFT00447,11A,PAX00143111,Economy
SA00120294,FLT0047654,ACFT00447,23H,PAX00143112,Economy
SA00120295,FLT0056615,ACFT00133,12A,PAX00143113,Economy
SA00120296,FLT0056615,ACFT00133,30G,PAX00143114,Economy
SA00120297,FLT0056615,ACFT00133,44B,PAX00143115,Economy
SA00120298,FLT0059243,ACFT00451,37K,PAX00143116,Business
SA00120299,FLT0059243,ACFT00451,10E,PAX00143117,Business
SA00120300,FLT0059243,ACFT00451,40F,PAX00143118,Economy
SA00120301,FLT0079342,ACFT00481,19J,PAX00143119,Economy
SA00120302,FLT0079342,ACFT00481,3F,PAX00143120,Economy
SA00120303,FLT0041148,ACFT00014,43J,PAX00143121,First
SA00120304,FLT0041148,ACFT00014,44J,PAX00143122,Economy
SA00120305,FLT0041148,ACFT00014,4K,PAX00143123,Economy
SA00120306,FLT0020497,ACFT00016,19K,PAX00143124,Economy
SA00120307,FLT0014409,ACFT00143,44J,PAX00143125,Premium Economy
SA00120308,FLT0014409,ACFT00143,10E,PAX00143126,Economy
SA00120309,FLT0079718,ACFT00371,27G,PAX00143127,Economy
SA00120310,FLT0079965,ACFT00512,27E,PAX00143129,Economy
SA00120311,FLT0079965,ACFT00512,39H,PAX00143130,Economy
SA00120312,FLT0079965,ACFT00512,15C,PAX00143131,Economy
SA00120313,FLT0048865,ACFT00190,44F,PAX00143133,Economy
SA00120314,FLT0018671,ACFT00010,23K,PAX00143134,Business
SA00120315,FLT0018671,ACFT00010,31J,PAX00143135,Economy
SA00120316,FLT0019039,ACFT00074,32E,PAX00143138,Economy
SA00120317,FLT0019491,ACFT00251,14H,PAX00143139,Economy
SA00120318,FLT0019491,ACFT00251,7K,PAX00143140,Economy
SA00120319,FLT0017955,ACFT00373,28F,PAX00143144,Economy
SA00120320,FLT0017955,ACFT00373,23B,PAX00143145,Economy
SA00120321,FLT0031765,ACFT00168,11F,PAX00143146,Economy
SA00120322,FLT0031765,ACFT00168,19H,PAX00143147,Economy
SA00120323,FLT0053644,ACFT00571,19K,PAX00143155,Economy
SA00120324,FLT0064560,ACFT00292,23J,PAX00143158,Economy
SA00120325,FLT0046234,ACFT00480,5E,PAX00143159,Business
SA00120326,FLT0046626,ACFT00560,40F,PAX00143160,Economy
SA00120327,FLT0041669,ACFT00414,33J,PAX00143161,Economy
SA00120328,FLT0041669,ACFT00414,10B,PAX00143162,Economy
SA00120329,FLT0025789,ACFT00130,24E,PAX00143163,Premium Economy
SA00120330,FLT0074514,ACFT00285,13H,PAX00143164,Economy
SA00120331,FLT0005499,ACFT00375,28C,PAX00143167,Economy
SA00120332,FLT0005499,ACFT00375,34J,PAX00143168,Economy
SA00120333,FLT0005499,ACFT00375,18K,PAX00143169,Business
SA00120334,FLT0042022,ACFT00001,27J,PAX00143170,First
SA00120335,FLT0042022,ACFT00001,2B,PAX00143172,Premium Economy
SA00120336,FLT0061481,ACFT00420,33B,PAX00143173,First
SA00120337,FLT0007447,ACFT00505,3H,PAX00143174,Economy
SA00120338,FLT0005371,ACFT00194,33H,PAX00143175,Premium Economy
SA00120339,FLT0005371,ACFT00194,25A,PAX00143176,Economy
SA00120340,FLT0005371,ACFT00194,31B,PAX00143177,Economy
SA00120341,FLT0005725,ACFT00303,35K,PAX00143178,Economy
SA00120342,FLT0005725,ACFT00303,28F,PAX00143179,Premium Economy
SA00120343,FLT0004270,ACFT00066,44C,PAX00143180,Economy
SA00120344,FLT0059619,ACFT00137,10C,PAX00143181,Economy
SA00120345,FLT0007132,ACFT00258,19D,PAX00143182,Economy
SA00120346,FLT0032395,ACFT00188,27F,PAX00143183,Premium Economy
SA00120347,FLT0000410,ACFT00420,2F,PAX00143184,Economy
SA00120348,FLT0023615,ACFT00111,36A,PAX00143188,Economy
SA00120349,FLT0024326,ACFT00461,9D,PAX00143189,Economy
SA00120350,FLT0019010,ACFT00359,19H,PAX00143190,Economy
SA00120351,FLT0013729,ACFT00404,30B,PAX00143191,Business
SA00120352,FLT0013366,ACFT00050,22B,PAX00143192,Economy
SA00120353,FLT0069181,ACFT00197,43D,PAX00143193,Economy
SA00120354,FLT0010161,ACFT00248,41E,PAX00143194,Premium Economy
SA00120355,FLT0044543,ACFT00255,38B,PAX00143195,Economy
SA00120356,FLT0044543,ACFT00255,8B,PAX00143196,Premium Economy
SA00120357,FLT0016770,ACFT00210,9J,PAX00143197,Economy
SA00120358,FLT0016770,ACFT00210,5E,PAX00143198,Economy
SA00120359,FLT0051017,ACFT00588,8J,PAX00143200,Economy
SA00120360,FLT0012399,ACFT00507,13C,PAX00143201,Premium Economy
SA00120361,FLT0012399,ACFT00507,31C,PAX00143202,Premium Economy
SA00120362,FLT0015530,ACFT00346,22C,PAX00143203,Economy
SA00120363,FLT0015530,ACFT00346,41F,PAX00143204,Economy
SA00120364,FLT0031401,ACFT00426,7E,PAX00143206,Premium Economy
SA00120365,FLT0031401,ACFT00426,28C,PAX00143207,Economy
SA00120366,FLT0073854,ACFT00079,34A,PAX00143208,Economy
SA00120367,FLT0038689,ACFT00165,9C,PAX00143210,Business
SA00120368,FLT0074348,ACFT00029,13H,PAX00143211,Economy
SA00120369,FLT0074348,ACFT00029,13B,PAX00143212,Economy
SA00120370,FLT0074348,ACFT00029,10J,PAX00143213,Economy
SA00120371,FLT0036549,ACFT00384,36A,PAX00143214,Economy
SA00120372,FLT0009144,ACFT00243,20A,PAX00143217,Economy
SA00120373,FLT0000269,ACFT00358,36J,PAX00143218,Economy
SA00120374,FLT0000269,ACFT00358,42B,PAX00143219,Economy
SA00120375,FLT0075763,ACFT00537,37C,PAX00143220,Economy
SA00120376,FLT0075763,ACFT00537,30D,PAX00143221,Economy
SA00120377,FLT0016184,ACFT00298,10K,PAX00143222,Economy
SA00120378,FLT0031336,ACFT00484,7E,PAX00143223,Economy
SA00120379,FLT0031336,ACFT00484,6D,PAX00143224,Economy
SA00120380,FLT0076005,ACFT00010,5A,PAX00143226,Premium Economy
SA00120381,FLT0076005,ACFT00010,7E,PAX00143227,Business
SA00120382,FLT0076005,ACFT00010,12B,PAX00143228,Economy
SA00120383,FLT0031118,ACFT00104,1E,PAX00143230,Economy
SA00120384,FLT0031118,ACFT00104,37D,PAX00143231,Economy
SA00120385,FLT0031118,ACFT00104,8E,PAX00143232,Economy
SA00120386,FLT0007949,ACFT00584,30H,PAX00143233,Economy
SA00120387,FLT0070946,ACFT00309,33F,PAX00143234,Economy
SA00120388,FLT0022748,ACFT00463,39A,PAX00143235,Economy
SA00120389,FLT0044478,ACFT00357,20H,PAX00143236,Economy
SA00120390,FLT0044478,ACFT00357,22G,PAX00143237,Economy
SA00120391,FLT0044478,ACFT00357,35A,PAX00143238,Economy
SA00120392,FLT0010220,ACFT00580,21A,PAX00143239,Economy
SA00120393,FLT0010220,ACFT00580,13C,PAX00143240,Economy
SA00120394,FLT0075603,ACFT00517,13G,PAX00143241,Economy
SA00120395,FLT0044746,ACFT00558,13D,PAX00143242,Economy
SA00120396,FLT0044746,ACFT00558,16H,PAX00143243,Business
SA00120397,FLT0037005,ACFT00286,25A,PAX00143244,Business
SA00120398,FLT0003628,ACFT00447,16F,PAX00143245,Premium Economy
SA00120399,FLT0003628,ACFT00447,16B,PAX00143246,Business
SA00120400,FLT0056917,ACFT00488,2B,PAX00143247,Economy
SA00120401,FLT0056917,ACFT00488,9G,PAX00143248,Business
SA00120402,FLT0049531,ACFT00585,24A,PAX00143249,Economy
SA00120403,FLT0054683,ACFT00299,33G,PAX00143253,Economy
SA00120404,FLT0054683,ACFT00299,22A,PAX00143254,Economy
SA00120405,FLT0048095,ACFT00172,36G,PAX00143255,Premium Economy
SA00120406,FLT0019503,ACFT00537,11J,PAX00143256,Economy
SA00120407,FLT0071274,ACFT00033,26E,PAX00143257,Economy
SA00120408,FLT0002844,ACFT00051,39K,PAX00143258,Business
SA00120409,FLT0027391,ACFT00542,19K,PAX00143259,Economy
SA00120410,FLT0027391,ACFT00542,18G,PAX00143260,Economy
SA00120411,FLT0074955,ACFT00477,24J,PAX00143261,Economy
SA00120412,FLT0074955,ACFT00477,1K,PAX00143262,Economy
SA00120413,FLT0050963,ACFT00131,40C,PAX00143263,Economy
SA00120414,FLT0050963,ACFT00131,39K,PAX00143264,Economy
SA00120415,FLT0001223,ACFT00008,41E,PAX00143265,Economy
SA00120416,FLT0001223,ACFT00008,44J,PAX00143266,Premium Economy
SA00120417,FLT0043690,ACFT00479,21A,PAX00143267,Economy
SA00120418,FLT0043690,ACFT00479,3G,PAX00143268,Economy
SA00120419,FLT0043690,ACFT00479,12J,PAX00143269,Economy
SA00120420,FLT0043690,ACFT00479,29G,PAX00143270,Economy
SA00120421,FLT0054957,ACFT00474,26K,PAX00143271,Economy
SA00120422,FLT0054957,ACFT00474,42H,PAX00143272,Economy
SA00120423,FLT0054957,ACFT00474,2J,PAX00143273,Economy
SA00120424,FLT0036256,ACFT00353,19D,PAX00143276,Business
SA00120425,FLT0036256,ACFT00353,35A,PAX00143277,Economy
SA00120426,FLT0036256,ACFT00353,27C,PAX00143278,Economy
SA00120427,FLT0043045,ACFT00372,21F,PAX00143279,Economy
SA00120428,FLT0043045,ACFT00372,35J,PAX00143280,Economy
SA00120429,FLT0043045,ACFT00372,40D,PAX00143281,Economy
SA00120430,FLT0079782,ACFT00558,28B,PAX00143282,Business
SA00120431,FLT0059716,ACFT00446,31H,PAX00143284,Economy
SA00120432,FLT0073624,ACFT00350,5G,PAX00143285,Economy
SA00120433,FLT0073624,ACFT00350,7K,PAX00143286,Economy
SA00120434,FLT0059004,ACFT00094,24G,PAX00143287,Economy
SA00120435,FLT0059004,ACFT00094,20G,PAX00143288,Premium Economy
SA00120436,FLT0059004,ACFT00094,32E,PAX00143289,Economy
SA00120437,FLT0059004,ACFT00094,20C,PAX00143290,Economy
SA00120438,FLT0060117,ACFT00574,10F,PAX00143291,Economy
SA00120439,FLT0033602,ACFT00484,25H,PAX00143292,Business
SA00120440,FLT0044647,ACFT00280,2F,PAX00143293,Economy
SA00120441,FLT0040957,ACFT00539,40F,PAX00143297,Economy
SA00120442,FLT0040957,ACFT00539,17G,PAX00143298,Economy
SA00120443,FLT0069396,ACFT00326,30E,PAX00143305,Economy
SA00120444,FLT0053111,ACFT00074,13H,PAX00143306,Economy
SA00120445,FLT0053111,ACFT00074,31A,PAX00143307,Premium Economy
SA00120446,FLT0068555,ACFT00555,43B,PAX00143308,Economy
SA00120447,FLT0063825,ACFT00431,17E,PAX00143309,Economy
SA00120448,FLT0061544,ACFT00544,35H,PAX00143311,Business
SA00120449,FLT0041173,ACFT00448,13F,PAX00143313,Economy
SA00120450,FLT0024361,ACFT00403,7J,PAX00143315,Economy
SA00120451,FLT0024361,ACFT00403,32A,PAX00143316,Economy
SA00120452,FLT0073689,ACFT00523,21J,PAX00143318,Premium Economy
SA00120453,FLT0073689,ACFT00523,31F,PAX00143319,Economy
SA00120454,FLT0017335,ACFT00303,42H,PAX00143320,Economy
SA00120455,FLT0036121,ACFT00016,36J,PAX00143321,Economy
SA00120456,FLT0022608,ACFT00124,3C,PAX00143322,Economy
SA00120457,FLT0041077,ACFT00351,38J,PAX00143323,Economy
SA00120458,FLT0041077,ACFT00351,37A,PAX00143324,Economy
SA00120459,FLT0041077,ACFT00351,26K,PAX00143325,First
SA00120460,FLT0026253,ACFT00102,39G,PAX00143326,Economy
SA00120461,FLT0032610,ACFT00263,26A,PAX00143327,Economy
SA00120462,FLT0032610,ACFT00263,21H,PAX00143328,Economy
SA00120463,FLT0059122,ACFT00317,4E,PAX00143329,Economy
SA00120464,FLT0054968,ACFT00360,8H,PAX00143331,Economy
SA00120465,FLT0062210,ACFT00211,4C,PAX00143332,Economy
SA00120466,FLT0030012,ACFT00201,1K,PAX00143333,Economy
SA00120467,FLT0030012,ACFT00201,6D,PAX00143334,Economy
SA00120468,FLT0050529,ACFT00162,44D,PAX00143335,Business
SA00120469,FLT0050529,ACFT00162,6F,PAX00143336,Economy
SA00120470,FLT0039887,ACFT00419,9H,PAX00143337,Economy
SA00120471,FLT0039887,ACFT00419,34D,PAX00143338,Economy
SA00120472,FLT0027692,ACFT00462,5E,PAX00143344,Economy
SA00120473,FLT0027692,ACFT00462,23B,PAX00143345,Business
SA00120474,FLT0057082,ACFT00427,38B,PAX00143347,Premium Economy
SA00120475,FLT0057082,ACFT00427,30E,PAX00143348,Economy
SA00120476,FLT0057082,ACFT00427,2B,PAX00143349,Economy
SA00120477,FLT0038585,ACFT00107,39F,PAX00143350,Economy
SA00120478,FLT0038585,ACFT00107,33D,PAX00143351,Business
SA00120479,FLT0051600,ACFT00085,30C,PAX00143352,Economy
SA00120480,FLT0005270,ACFT00366,44E,PAX00143354,Economy
SA00120481,FLT0005270,ACFT00366,31J,PAX00143355,Economy
SA00120482,FLT0005270,ACFT00366,22F,PAX00143356,Business
SA00120483,FLT0033105,ACFT00096,30H,PAX00143357,Economy
SA00120484,FLT0061032,ACFT00060,17A,PAX00143358,Premium Economy
SA00120485,FLT0059237,ACFT00079,18F,PAX00143359,Economy
SA00120486,FLT0005398,ACFT00216,29H,PAX00143360,Economy
SA00120487,FLT0046377,ACFT00082,13G,PAX00143362,Economy
SA00120488,FLT0062973,ACFT00471,20J,PAX00143363,Economy
SA00120489,FLT0014133,ACFT00443,5G,PAX00143365,Business
SA00120490,FLT0023302,ACFT00023,41C,PAX00143366,Business
SA00120491,FLT0023302,ACFT00023,4B,PAX00143367,Economy
SA00120492,FLT0023302,ACFT00023,31J,PAX00143368,Economy
SA00120493,FLT0023302,ACFT00023,13G,PAX00143369,Economy
SA00120494,FLT0054311,ACFT00318,27A,PAX00143370,Economy
SA00120495,FLT0029890,ACFT00361,17A,PAX00143371,Economy
SA00120496,FLT0071960,ACFT00508,10G,PAX00143374,Economy
SA00120497,FLT0003638,ACFT00278,23K,PAX00143378,Premium Economy
SA00120498,FLT0003638,ACFT00278,40K,PAX00143379,Economy
SA00120499,FLT0047512,ACFT00239,6K,PAX00143380,Economy
SA00120500,FLT0047512,ACFT00239,44A,PAX00143381,Premium Economy
SA00120501,FLT0047512,ACFT00239,32H,PAX00143382,Economy
SA00120502,FLT0047512,ACFT00239,22F,PAX00143383,Economy
SA00120503,FLT0007299,ACFT00270,8H,PAX00143384,Premium Economy
SA00120504,FLT0007299,ACFT00270,18G,PAX00143385,Economy
SA00120505,FLT0007299,ACFT00270,3K,PAX00143386,Economy
SA00120506,FLT0007299,ACFT00270,19A,PAX00143387,Economy
SA00120507,FLT0017910,ACFT00108,31E,PAX00143388,Economy
SA00120508,FLT0026663,ACFT00421,33A,PAX00143389,Economy
SA00120509,FLT0023987,ACFT00286,24F,PAX00143390,Business
SA00120510,FLT0023987,ACFT00286,36B,PAX00143391,Economy
SA00120511,FLT0023987,ACFT00286,27A,PAX00143392,Economy
SA00120512,FLT0012238,ACFT00229,22A,PAX00143393,Economy
SA00120513,FLT0012238,ACFT00229,3G,PAX00143394,Economy
SA00120514,FLT0012238,ACFT00229,34E,PAX00143395,Economy
SA00120515,FLT0056995,ACFT00440,17E,PAX00143396,Economy
SA00120516,FLT0056995,ACFT00440,32B,PAX00143397,Business
SA00120517,FLT0025357,ACFT00231,14J,PAX00143398,Economy
SA00120518,FLT0020706,ACFT00204,40G,PAX00143399,Economy
SA00120519,FLT0020706,ACFT00204,37E,PAX00143400,Premium Economy
SA00120520,FLT0036598,ACFT00430,14K,PAX00143401,Economy
SA00120521,FLT0036598,ACFT00430,25E,PAX00143402,Business
SA00120522,FLT0016848,ACFT00141,44G,PAX00143403,Economy
SA00120523,FLT0055258,ACFT00048,33A,PAX00143404,Economy
SA00120524,FLT0055258,ACFT00048,15C,PAX00143405,Economy
SA00120525,FLT0028899,ACFT00183,31A,PAX00143407,Economy
SA00120526,FLT0028899,ACFT00183,23E,PAX00143408,Economy
SA00120527,FLT0032023,ACFT00416,28H,PAX00143409,First
SA00120528,FLT0032023,ACFT00416,31H,PAX00143410,Economy
SA00120529,FLT0049986,ACFT00219,2C,PAX00143411,Economy
SA00120530,FLT0013200,ACFT00094,19E,PAX00143413,Economy
SA00120531,FLT0074201,ACFT00442,41G,PAX00143414,Economy
SA00120532,FLT0074201,ACFT00442,35C,PAX00143416,Premium Economy
SA00120533,FLT0065043,ACFT00595,18C,PAX00143417,Premium Economy
SA00120534,FLT0065043,ACFT00595,32H,PAX00143418,Premium Economy
SA00120535,FLT0065043,ACFT00595,30H,PAX00143419,First
SA00120536,FLT0025090,ACFT00226,29D,PAX00143421,Economy
SA00120537,FLT0025090,ACFT00226,3C,PAX00143422,Premium Economy
SA00120538,FLT0019649,ACFT00353,21H,PAX00143423,Economy
SA00120539,FLT0006058,ACFT00096,11K,PAX00143424,First
SA00120540,FLT0006058,ACFT00096,23G,PAX00143425,Economy
SA00120541,FLT0006058,ACFT00096,22K,PAX00143426,Premium Economy
SA00120542,FLT0034591,ACFT00123,5E,PAX00143427,Economy
SA00120543,FLT0034591,ACFT00123,20F,PAX00143428,Economy
SA00120544,FLT0043318,ACFT00425,2G,PAX00143429,Economy
SA00120545,FLT0043318,ACFT00425,24K,PAX00143430,Economy
SA00120546,FLT0043318,ACFT00425,27A,PAX00143431,Economy
SA00120547,FLT0009017,ACFT00006,12G,PAX00143432,Business
SA00120548,FLT0009017,ACFT00006,16K,PAX00143433,Economy
SA00120549,FLT0075004,ACFT00427,5K,PAX00143434,Economy
SA00120550,FLT0075004,ACFT00427,11K,PAX00143435,First
SA00120551,FLT0075004,ACFT00427,34A,PAX00143436,Economy
SA00120552,FLT0046912,ACFT00367,7A,PAX00143437,Economy
SA00120553,FLT0046912,ACFT00367,34E,PAX00143438,Premium Economy
SA00120554,FLT0046912,ACFT00367,12A,PAX00143439,First
SA00120555,FLT0052946,ACFT00462,14E,PAX00143440,Economy
SA00120556,FLT0052946,ACFT00462,22A,PAX00143441,Premium Economy
SA00120557,FLT0040389,ACFT00564,41G,PAX00143442,Economy
SA00120558,FLT0040389,ACFT00564,4H,PAX00143443,Economy
SA00120559,FLT0040389,ACFT00564,16G,PAX00143444,Economy
SA00120560,FLT0040389,ACFT00564,36E,PAX00143445,Premium Economy
SA00120561,FLT0006530,ACFT00133,1D,PAX00143446,Economy
SA00120562,FLT0006530,ACFT00133,37F,PAX00143447,Economy
SA00120563,FLT0006530,ACFT00133,44B,PAX00143448,Business
SA00120564,FLT0046819,ACFT00329,23H,PAX00143449,Economy
SA00120565,FLT0058181,ACFT00353,12E,PAX00143450,Economy
SA00120566,FLT0016061,ACFT00006,41F,PAX00143456,Economy
SA00120567,FLT0016061,ACFT00006,23F,PAX00143457,Economy
SA00120568,FLT0056928,ACFT00234,43C,PAX00143458,Economy
SA00120569,FLT0056928,ACFT00234,28K,PAX00143459,Business
SA00120570,FLT0056928,ACFT00234,37E,PAX00143460,Premium Economy
SA00120571,FLT0056928,ACFT00234,21A,PAX00143461,Economy
SA00120572,FLT0027696,ACFT00286,37J,PAX00143462,Economy
SA00120573,FLT0027696,ACFT00286,31B,PAX00143463,Economy
SA00120574,FLT0027696,ACFT00286,20E,PAX00143464,Economy
SA00120575,FLT0038504,ACFT00465,34A,PAX00143465,Business
SA00120576,FLT0038504,ACFT00465,15B,PAX00143466,Economy
SA00120577,FLT0038504,ACFT00465,32J,PAX00143467,Business
SA00120578,FLT0018508,ACFT00523,36K,PAX00143468,Economy
SA00120579,FLT0018508,ACFT00523,43J,PAX00143469,Economy
SA00120580,FLT0018508,ACFT00523,34G,PAX00143470,Economy
SA00120581,FLT0020084,ACFT00451,13B,PAX00143471,Economy
SA00120582,FLT0020084,ACFT00451,32K,PAX00143472,Economy
SA00120583,FLT0030265,ACFT00460,22E,PAX00143473,Business
SA00120584,FLT0044977,ACFT00458,4B,PAX00143475,Economy
SA00120585,FLT0060864,ACFT00342,37C,PAX00143476,Economy
SA00120586,FLT0060864,ACFT00342,43E,PAX00143477,Economy
SA00120587,FLT0072433,ACFT00566,36C,PAX00143479,Economy
SA00120588,FLT0022199,ACFT00174,26G,PAX00143481,First
SA00120589,FLT0034270,ACFT00111,22H,PAX00143482,Economy
SA00120590,FLT0069942,ACFT00545,42J,PAX00143483,Economy
SA00120591,FLT0051016,ACFT00177,36G,PAX00143484,First
SA00120592,FLT0060306,ACFT00384,14J,PAX00143488,Premium Economy
SA00120593,FLT0018838,ACFT00312,17B,PAX00143489,Economy
SA00120594,FLT0018838,ACFT00312,3A,PAX00143490,Economy
SA00120595,FLT0035522,ACFT00382,9A,PAX00143491,Premium Economy
SA00120596,FLT0035522,ACFT00382,5G,PAX00143492,Economy
SA00120597,FLT0035522,ACFT00382,10J,PAX00143493,Economy
SA00120598,FLT0042558,ACFT00430,1H,PAX00143495,Economy
SA00120599,FLT0042558,ACFT00430,11E,PAX00143496,Economy
SA00120600,FLT0042558,ACFT00430,12D,PAX00143497,Economy
SA00120601,FLT0010255,ACFT00357,39G,PAX00143498,Economy
SA00120602,FLT0060650,ACFT00116,37C,PAX00143499,Premium Economy
SA00120603,FLT0060650,ACFT00116,17J,PAX00143500,Economy
SA00120604,FLT0065743,ACFT00529,40G,PAX00143502,Economy
SA00120605,FLT0065743,ACFT00529,25C,PAX00143503,Economy
SA00120606,FLT0014952,ACFT00340,38H,PAX00143506,Premium Economy
SA00120607,FLT0048619,ACFT00461,5K,PAX00143507,Economy
SA00120608,FLT0048619,ACFT00461,3C,PAX00143508,Economy
SA00120609,FLT0048619,ACFT00461,15F,PAX00143509,Business
SA00120610,FLT0048619,ACFT00461,25B,PAX00143510,Economy
SA00120611,FLT0026832,ACFT00107,10J,PAX00143511,Economy
